user_id,course_id,user_index,course_index,preference
U_18741,C_1760314,316,1375,2.82
U_18810,C_881436,1185,710,2.97
U_18964,C_680836,60,241,3.0
U_18964,C_697191,60,327,2.49
U_18964,C_682319,60,945,2.4
U_19154,C_922850,186,107,2.79
U_19154,C_697778,186,272,2.73
U_19224,C_697149,575,68,2.88
U_19558,C_760442,892,123,3.0
U_19575,C_682184,200,476,2.94
U_20128,C_681087,1189,1520,2.97
U_20269,C_682350,475,561,2.97
U_20269,C_948118,475,856,2.85
U_20282,C_696626,79,246,2.94
U_20282,C_697075,79,104,2.73
U_20282,C_697236,79,26,2.52
U_20282,C_697188,79,34,2.46
U_20282,C_676932,79,4,2.28
U_20282,C_696724,79,16,2.25
U_20287,C_697475,47,986,2.82
U_20287,C_948245,47,1323,2.79
U_20287,C_696889,47,582,2.76
U_20287,C_707035,47,162,2.19
U_20287,C_696998,47,973,1.74
U_20315,C_697121,4,1228,2.85
U_20315,C_875624,4,389,2.58
U_20315,C_682157,4,1167,2.37
U_20315,C_936983,4,1046,2.01
U_20315,C_688336,4,1199,1.8
U_20315,C_948235,4,448,1.41
U_20315,C_948296,4,613,1.0
U_20315,C_926175,4,442,1.0
U_20315,C_682549,4,1187,1.0
U_20315,C_697173,4,1233,1.0
U_20315,C_947244,4,182,1.0
U_20315,C_1686679,4,397,1.0
U_20315,C_1756066,4,1369,1.0
U_20315,C_1771170,4,1387,1.0
U_20315,C_682516,4,565,1.0
U_20315,C_791738,4,1679,1.0
U_20315,C_769301,4,705,1.0
U_20315,C_682304,4,774,1.0
U_20315,C_681699,4,937,1.0
U_20315,C_2033947,4,1110,1.0
U_20315,C_1771160,4,1082,1.0
U_20315,C_2328543,4,525,1.0
U_20365,C_696659,579,1206,3.0
U_20370,C_680730,580,170,3.0
U_20375,C_682346,288,218,2.82
U_20375,C_682759,288,369,2.79
U_20395,C_682624,17,293,2.97
U_20395,C_682138,17,553,2.85
U_20395,C_936913,17,181,2.79
U_20395,C_677102,17,900,2.55
U_20395,C_682679,17,570,1.95
U_20395,C_685664,17,485,1.5
U_20395,C_680923,17,1507,1.47
U_20395,C_707038,17,114,1.0
U_20400,C_746973,135,702,2.64
U_20400,C_681382,135,929,2.52
U_20403,C_674912,289,453,2.94
U_20403,C_948411,289,138,2.85
U_20403,C_707037,289,113,2.73
U_20432,C_697821,702,13,3.0
U_20432,C_680910,702,542,2.97
U_20455,C_696922,406,23,2.97
U_20455,C_677133,406,460,2.88
U_20455,C_682379,406,193,2.85
U_20455,C_680762,406,37,2.82
U_20775,C_2059286,704,1440,3.0
U_20787,C_948411,107,138,2.76
U_20787,C_682427,107,270,2.67
U_21020,C_696700,895,3,2.97
U_21028,C_597314,90,1119,2.85
U_21028,C_735157,90,28,2.7
U_21028,C_696679,90,5,2.55
U_21028,C_682415,90,144,2.4
U_21138,C_697091,896,79,3.0
U_21172,C_682141,897,554,3.0
U_21300,C_890259,290,337,2.94
U_21541,C_697048,901,427,2.94
U_21645,C_696980,63,195,2.85
U_21645,C_697007,63,180,2.64
U_21645,C_1771177,63,1083,2.19
U_21695,C_697821,1204,13,3.0
U_21726,C_682128,3,1550,2.79
U_21726,C_677077,3,408,2.61
U_21726,C_799931,3,384,2.52
U_21726,C_948410,3,51,1.86
U_21726,C_1410371,3,1060,1.74
U_21726,C_682195,3,217,1.68
U_21726,C_682210,3,172,1.29
U_21726,C_681636,3,359,1.0
U_21726,C_681005,3,214,1.0
U_21726,C_707035,3,162,1.0
U_21726,C_948414,3,308,1.0
U_21726,C_845674,3,334,1.0
U_21726,C_1903985,3,29,1.0
U_21726,C_682141,3,554,1.0
U_21726,C_680877,3,1136,1.0
U_21726,C_2335763,3,738,1.0
U_21775,C_1718815,1205,151,3.0
U_21852,C_680759,707,91,2.97
U_21853,C_823308,350,439,2.91
U_21859,C_697005,201,679,2.88
U_21859,C_681005,201,214,2.7
U_21864,C_680933,585,77,2.91
U_21879,C_770738,49,19,2.82
U_21879,C_696829,49,1605,2.61
U_22154,C_696679,1209,5,3.0
U_22291,C_735241,174,201,2.82
U_22471,C_682415,160,144,2.88
U_22471,C_697791,160,2,2.73
U_22505,C_948285,902,1326,3.0
U_22505,C_811503,902,599,2.94
U_22580,C_681453,1212,652,3.0
U_22605,C_696855,477,57,2.88
U_22632,C_676697,7,350,2.94
U_22632,C_680770,7,463,2.61
U_22632,C_697423,7,198,2.37
U_22632,C_677045,7,76,2.22
U_22632,C_781494,7,164,2.19
U_22632,C_697828,7,93,2.16
U_22632,C_696942,7,22,1.83
U_22632,C_733993,7,431,1.47
U_22632,C_697285,7,1234,1.38
U_22632,C_696918,7,249,1.0
U_22632,C_707093,7,328,1.0
U_22632,C_737512,7,252,1.0
U_22632,C_788575,7,49,1.0
U_22632,C_681475,7,474,1.0
U_22632,C_936913,7,181,1.0
U_22632,C_799796,7,43,1.0
U_22632,C_1732839,7,187,1.0
U_22632,C_1806527,7,116,1.0
U_22632,C_883345,7,1,1.0
U_22632,C_697024,7,372,1.0
U_22632,C_677157,7,902,1.0
U_22632,C_1916172,7,1107,1.0
U_22632,C_629559,7,8,1.0
U_22634,C_735069,586,1245,2.88
U_22677,C_674920,108,10,2.67
U_22677,C_696954,108,121,2.61
U_22728,C_697039,127,92,3.0
U_22728,C_629559,127,8,2.97
U_22728,C_696927,127,52,2.67
U_22728,C_677031,127,118,2.49
U_22728,C_697032,127,45,2.46
U_22809,C_823308,709,439,2.94
U_23048,C_696682,1216,175,2.97
U_23108,C_677146,711,32,2.97
U_23121,C_696746,64,119,2.88
U_23121,C_682485,64,55,2.85
U_23121,C_629559,64,8,2.79
U_23121,C_799796,64,43,2.64
U_23121,C_707037,64,113,2.55
U_23121,C_948419,64,150,2.1
U_23164,C_697360,1217,160,2.97
U_23850,C_735214,353,86,2.97
U_23850,C_677009,353,898,2.94
U_24021,C_697096,225,105,2.94
U_24025,C_676661,354,255,2.88
U_24056,C_788575,226,49,2.82
U_24056,C_922860,226,1300,2.73
U_24056,C_1886691,226,1419,2.7
U_24056,C_854839,226,50,2.67
U_24067,C_758204,18,1264,2.34
U_24067,C_947257,18,518,2.31
U_24067,C_1527465,18,238,2.01
U_24067,C_696835,18,247,1.95
U_24067,C_676658,18,126,1.86
U_24067,C_696968,18,25,1.77
U_24067,C_682620,18,368,1.74
U_24067,C_677164,18,530,1.65
U_24067,C_947773,18,446,1.59
U_24067,C_948101,18,611,1.44
U_24067,C_934535,18,339,1.14
U_24089,C_682523,109,419,2.64
U_24089,C_696835,109,247,2.43
U_24164,C_735351,715,7,3.0
U_24164,C_676932,715,4,2.97
U_24164,C_676683,715,11,2.91
U_24195,C_707081,407,17,2.94
U_24195,C_1527465,407,238,2.82
U_24226,C_677076,257,99,2.94
U_24226,C_697284,257,686,2.79
U_24226,C_943271,257,1049,2.7
U_24233,C_682466,1223,102,3.0
U_24235,C_696942,1224,22,2.97
U_24241,C_696841,478,67,2.85
U_24244,C_735405,911,40,2.94
U_24248,C_676683,258,11,2.97
U_24248,C_948153,258,519,2.79
U_24260,C_682759,161,369,2.82
U_24260,C_680830,161,642,2.64
U_24263,C_948427,1228,184,2.97
U_24275,C_682147,14,171,3.0
U_24275,C_674910,14,210,2.91
U_24275,C_697405,14,58,2.82
U_24275,C_682330,14,192,2.52
U_24275,C_697025,14,103,2.43
U_24275,C_680761,14,534,2.31
U_24275,C_682155,14,362,1.29
U_24275,C_1761368,14,1378,1.17
U_24277,C_697072,5,587,2.4
U_24277,C_754135,5,505,2.1
U_24277,C_681008,5,924,2.07
U_24277,C_680821,5,318,1.95
U_24277,C_682704,5,220,1.74
U_24277,C_769293,5,507,1.53
U_24277,C_697018,5,42,1.38
U_24277,C_696972,5,179,1.35
U_24277,C_680803,5,355,1.08
U_24277,C_676937,5,30,1.0
U_24277,C_676820,5,256,1.0
U_24277,C_922850,5,107,1.0
U_24277,C_696954,5,121,1.0
U_24277,C_697423,5,198,1.0
U_24277,C_697096,5,105,1.0
U_24277,C_696687,5,294,1.0
U_24277,C_948431,5,185,1.0
U_24277,C_682750,5,954,1.0
U_24277,C_949541,5,1761,1.0
U_24277,C_682620,5,368,1.0
U_24277,C_629559,5,8,1.0
U_24277,C_677168,5,904,1.0
U_24277,C_677049,5,36,1.0
U_24277,C_697825,5,815,1.0
U_24277,C_680770,5,463,1.0
U_24277,C_1903985,5,29,1.0
U_24277,C_1741554,5,524,1.0
U_24284,C_916828,128,35,2.46
U_24290,C_854839,89,50,2.85
U_24290,C_697791,89,2,2.82
U_24290,C_677049,89,36,2.55
U_24296,C_680786,91,1135,2.94
U_24296,C_680792,91,910,2.91
U_24296,C_854866,91,71,2.64
U_24296,C_854898,91,1286,2.58
U_24300,C_948419,716,150,2.97
U_24300,C_676696,716,404,2.91
U_24348,C_948415,479,139,3.0
U_24348,C_682546,479,131,2.97
U_24348,C_696700,479,3,2.94
U_24351,C_676686,20,89,2.91
U_24351,C_854868,20,511,2.73
U_24351,C_676995,20,405,2.61
U_24351,C_819191,20,1685,2.46
U_24351,C_677095,20,128,2.01
U_24351,C_676685,20,631,1.77
U_24351,C_682723,20,1584,1.38
U_24351,C_948427,20,184,1.0
U_24385,C_735342,480,39,2.97
U_24422,C_697087,717,225,2.94
U_24441,C_735317,26,275,2.25
U_24441,C_747064,26,202,1.74
U_24441,C_696837,26,1607,1.35
U_24450,C_735111,202,1652,2.61
U_24477,C_1776319,1232,1394,2.97
U_24481,C_682636,408,666,2.88
U_24482,C_682147,150,171,2.88
U_24495,C_676656,590,88,3.0
U_24512,C_682491,591,662,2.94
U_24563,C_854839,409,50,2.97
U_24563,C_881478,409,302,2.82
U_24620,C_823308,1233,439,3.0
U_24852,C_898359,320,338,2.97
U_24852,C_948046,320,1052,2.94
U_24852,C_948049,320,853,2.76
U_24934,C_676996,259,259,2.76
U_24939,C_680849,592,749,2.91
U_24948,C_674903,410,18,2.94
U_25091,C_681355,112,242,2.91
U_25091,C_735288,112,330,2.85
U_25091,C_681255,112,109,2.76
U_25091,C_909099,112,515,2.64
U_25091,C_682240,112,477,2.49
U_25091,C_948395,112,395,2.37
U_25197,C_696939,920,145,2.97
U_25211,C_1784414,113,1088,2.82
U_25211,C_688398,113,795,2.64
U_25214,C_1527465,355,238,2.85
U_25234,C_948114,594,1053,3.0
U_25243,C_697170,595,983,2.91
U_25248,C_696840,596,676,2.91
U_25265,C_948209,293,74,3.0
U_25275,C_677185,1242,744,2.97
U_25298,C_694136,27,15,2.85
U_25298,C_697165,27,158,2.73
U_25298,C_696801,27,1211,2.4
U_25298,C_735273,27,381,2.19
U_25298,C_845674,27,334,2.16
U_25298,C_735351,27,7,2.04
U_25298,C_948431,27,185,1.95
U_25298,C_947252,27,60,1.74
U_25298,C_1552662,27,186,1.32
U_25303,C_823308,925,439,2.91
U_25323,C_674903,92,18,2.82
U_25323,C_881478,92,302,2.64
U_25346,C_696994,411,0,3.0
U_25346,C_680987,411,470,2.91
U_25363,C_854854,260,1284,2.73
U_25384,C_680803,321,355,2.76
U_25388,C_682427,41,270,2.97
U_25388,C_697748,41,73,2.25
U_25388,C_629559,41,8,2.16
U_25388,C_696679,41,5,1.98
U_25388,C_707081,41,17,1.83
U_25390,C_857825,261,441,2.85
U_25406,C_676656,117,88,2.76
U_25406,C_696882,117,802,2.58
U_25499,C_1916220,227,1431,2.7
U_25512,C_676646,1246,286,3.0
U_25532,C_1925896,203,884,2.67
U_25555,C_677031,413,118,3.0
U_25555,C_707022,413,199,2.88
U_25615,C_681414,414,216,3.0
U_25615,C_676664,414,64,2.97
U_25653,C_948103,322,612,2.88
U_25653,C_681114,322,928,2.85
U_25846,C_676953,323,117,2.73
U_25870,C_697791,1251,2,3.0
U_25978,C_682489,1257,661,3.0
U_26031,C_947253,726,237,2.97
U_26046,C_696994,483,0,3.0
U_26053,C_697117,602,65,2.88
U_26067,C_948427,294,184,2.97
U_26140,C_881485,931,149,2.97
U_26184,C_696841,57,67,3.0
U_26184,C_1428968,57,14,2.73
U_26184,C_883345,57,1,2.7
U_26184,C_735157,57,28,2.58
U_26294,C_756747,118,437,2.76
U_26416,C_948427,175,184,2.7
U_26416,C_697802,175,161,2.58
U_26459,C_676932,205,4,2.82
U_26459,C_780629,205,253,2.7
U_26460,C_697068,1266,24,3.0
U_26508,C_734011,1268,85,3.0
U_26515,C_676658,1269,126,2.94
U_26660,C_696994,1272,0,3.0
U_26985,C_676937,229,30,2.73
U_26985,C_682671,229,194,2.67
U_27094,C_680740,1277,261,3.0
U_27285,C_697293,16,27,2.4
U_27285,C_735405,16,40,2.25
U_27285,C_697069,16,72,1.8
U_27285,C_677236,16,168,1.68
U_27285,C_707035,16,162,1.59
U_27285,C_770784,16,46,1.44
U_27285,C_735342,16,39,1.41
U_27285,C_947252,16,60,1.0
U_27285,C_2297236,16,348,1.0
U_27306,C_2210260,162,1452,2.58
U_27306,C_2215284,162,1453,2.55
U_27313,C_696697,187,486,2.97
U_27313,C_801446,187,1277,2.88
U_27313,C_680933,187,77,2.82
U_27313,C_682138,187,553,2.79
U_27313,C_676890,187,1488,2.67
U_27374,C_697055,938,978,2.94
U_27401,C_680818,606,748,2.94
U_27548,C_758208,940,1266,3.0
U_27548,C_697117,940,65,2.97
U_27568,C_681100,84,549,2.64
U_27568,C_696855,84,57,2.49
U_27568,C_697035,84,325,2.34
U_27614,C_916828,39,35,2.88
U_27614,C_680820,39,1502,2.79
U_27614,C_682458,39,41,2.46
U_27614,C_680823,39,539,2.28
U_27614,C_680730,39,170,1.95
U_27614,C_682210,39,172,1.92
U_27614,C_707373,39,230,1.86
U_27689,C_696994,608,0,2.97
U_27847,C_676646,738,286,2.97
U_27865,C_697367,1282,1235,3.0
U_27920,C_707456,943,231,3.0
U_28177,C_697754,230,1238,2.97
U_28177,C_948038,230,394,2.85
U_28177,C_682304,230,774,2.7
U_28218,C_707038,11,114,2.37
U_28218,C_676664,11,64,1.14
U_28218,C_883345,11,1,1.11
U_28218,C_1912519,11,401,1.0
U_28218,C_677176,11,1131,1.0
U_28285,C_735203,739,1005,2.91
U_28336,C_677070,610,458,3.0
U_28488,C_879093,1289,602,2.97
U_28813,C_1741505,80,1070,3.0
U_28813,C_1741507,80,1071,2.88
U_28813,C_1741501,80,1353,2.82
U_28813,C_681756,80,552,2.79
U_28813,C_681339,80,762,2.73
U_28813,C_688385,80,1593,2.1
U_28823,C_682671,487,194,2.94
U_28879,C_697166,1291,226,2.97
U_29004,C_682657,1292,1191,2.97
U_29027,C_697018,1293,42,3.0
U_29029,C_697068,951,24,2.97
U_29091,C_1738959,66,398,2.67
U_29091,C_677099,66,353,2.52
U_29091,C_1123848,66,1058,2.49
U_29091,C_696860,66,1214,2.28
U_29091,C_1776306,66,1393,2.19
U_29091,C_770784,66,46,2.1
U_29091,C_879074,66,1035,2.04
U_29140,C_769293,231,507,3.0
U_29140,C_682345,231,130,2.97
U_29165,C_770738,1295,19,2.97
U_29177,C_697166,490,226,2.88
U_29182,C_936997,491,1047,2.91
U_29184,C_697791,953,2,2.97
U_29191,C_676658,263,126,2.82
U_29195,C_1886668,1297,1099,3.0
U_29205,C_697034,612,12,2.85
U_29297,C_696923,32,490,2.85
U_29297,C_696981,32,1222,1.83
U_29439,C_682792,957,1198,2.91
U_29441,C_696679,176,5,3.0
U_29441,C_697018,176,42,2.97
U_29441,C_697496,176,987,2.58
U_29514,C_793017,493,707,2.91
U_29514,C_688398,493,795,2.88
U_29552,C_682737,358,1195,3.0
U_29552,C_934510,358,445,2.91
U_29556,C_735405,151,40,2.88
U_29556,C_948269,151,449,2.58
U_29854,C_677070,188,458,2.94
U_29854,C_697106,188,495,2.91
U_30016,C_697034,1301,12,3.0
U_30016,C_782490,1301,82,2.97
U_30034,C_674920,206,10,2.97
U_30034,C_1924175,206,883,2.85
U_30034,C_681005,206,214,2.82
U_30034,C_866164,206,235,2.7
U_30103,C_682546,962,131,3.0
U_30255,C_680762,744,37,2.91
U_30342,C_682429,494,1181,3.0
U_30342,C_680854,494,1503,2.97
U_30351,C_817691,1304,385,2.97
U_30375,C_682440,1306,659,3.0
U_30419,C_1806527,615,116,2.88
U_30512,C_697301,745,1628,2.97
U_30512,C_707031,745,6,2.91
U_30626,C_735441,53,823,3.0
U_30626,C_676642,53,125,2.37
U_30626,C_680757,53,264,2.28
U_30626,C_697797,53,69,2.22
U_30626,C_682442,53,110,2.16
U_30681,C_1738993,1310,166,2.97
U_30692,C_735157,964,28,2.97
U_30971,C_696994,1312,0,3.0
U_31265,C_947147,1313,1306,2.97
U_31270,C_696679,295,5,3.0
U_31270,C_696729,295,156,2.97
U_31270,C_680753,295,263,2.76
U_31287,C_735101,54,1247,2.97
U_31287,C_934532,54,849,2.85
U_31287,C_758201,54,1263,2.61
U_31287,C_680870,54,644,2.58
U_31287,C_677077,54,408,2.52
U_31287,C_680805,54,317,2.31
U_31287,C_707032,54,94,2.16
U_31307,C_934526,360,205,2.88
U_31308,C_694162,748,959,2.97
U_31308,C_697566,748,990,2.94
U_31311,C_676913,1314,75,3.0
U_31324,C_682624,966,293,3.0
U_31470,C_677150,749,410,2.91
U_31495,C_948423,616,343,2.94
U_31497,C_694162,1318,959,2.97
U_31614,C_697778,114,272,2.76
U_31614,C_696922,114,23,2.73
U_31614,C_697068,114,24,2.7
U_31614,C_682345,114,130,2.52
U_31692,C_676673,38,141,2.73
U_31692,C_707022,38,199,2.34
U_31692,C_697405,38,58,2.13
U_31692,C_697374,38,80,1.86
U_31692,C_676953,38,117,1.74
U_31720,C_735164,1321,329,3.0
U_31720,C_760442,1321,123,2.97
U_31788,C_677019,362,127,2.88
U_31794,C_682469,1323,319,2.94
U_31831,C_696994,264,0,2.76
U_31831,C_682458,264,41,2.73
U_31834,C_1410156,617,165,2.94
U_31870,C_697299,750,298,2.97
U_31881,C_1755951,751,619,2.94
U_31882,C_707031,296,6,2.94
U_31882,C_697797,296,69,2.76
U_31902,C_879093,33,602,2.43
U_31902,C_909094,33,842,2.37
U_31927,C_676932,753,4,2.97
U_32057,C_629559,618,8,2.82
U_32153,C_881456,756,836,3.0
U_32230,C_1410156,972,165,3.0
U_32231,C_682183,1325,191,2.97
U_32252,C_682597,1327,367,3.0
U_32312,C_948209,1330,74,2.97
U_32313,C_734054,974,273,2.97
U_32319,C_948209,1331,74,3.0
U_32370,C_682349,758,560,2.91
U_32382,C_681084,975,927,2.94
U_32398,C_707081,497,17,2.97
U_32399,C_696679,119,5,3.0
U_32399,C_1741560,119,867,2.46
U_32418,C_682379,498,193,2.88
U_32433,C_876706,164,1698,2.82
U_32433,C_697422,164,197,2.73
U_32569,C_947240,189,720,2.73
U_32652,C_697176,207,227,2.79
U_32672,C_697188,619,34,2.94
U_32768,C_1438319,1335,1336,2.97
U_32843,C_1756078,265,1373,2.79
U_32920,C_676937,1336,30,3.0
U_32998,C_682246,1337,557,3.0
U_32998,C_680824,1337,468,2.97
U_33002,C_682338,75,269,2.64
U_33002,C_679148,75,745,2.22
U_33002,C_799796,75,43,2.19
U_33165,C_680754,297,240,2.76
U_33310,C_916828,325,35,2.97
U_33334,C_756594,326,1013,2.91
U_33346,C_697063,978,680,3.0
U_33346,C_735239,978,135,2.97
U_33405,C_680808,42,465,2.58
U_33405,C_681355,42,242,2.46
U_33405,C_681197,42,1526,1.95
U_33405,C_1808023,42,1090,1.59
U_33526,C_697050,120,809,2.94
U_33526,C_866769,120,279,2.49
U_33526,C_682469,120,319,2.46
U_33555,C_676905,152,527,2.61
U_33555,C_916844,152,1710,2.58
U_33555,C_947164,152,1050,2.52
U_33555,C_697374,152,80,2.49
U_33557,C_697293,208,27,2.97
U_33557,C_707038,208,114,2.91
U_33557,C_696687,208,294,2.85
U_33610,C_697184,13,684,2.43
U_33610,C_681520,13,931,1.5
U_33610,C_696938,13,583,1.32
U_33610,C_694136,13,15,1.0
U_33610,C_707038,13,114,1.0
U_33610,C_680910,13,542,1.0
U_33721,C_948209,761,74,2.94
U_33756,C_696518,298,1594,2.73
U_33813,C_697293,1341,27,3.0
U_33813,C_674903,1341,18,2.97
U_33820,C_883345,1342,1,2.97
U_33824,C_887103,1343,336,2.97
U_33907,C_854839,153,50,2.85
U_33907,C_1755948,153,1077,2.79
U_33907,C_676642,153,125,2.67
U_33907,C_680804,153,911,2.58
U_33917,C_676649,86,84,2.91
U_33917,C_948412,86,183,2.85
U_33917,C_681519,86,414,2.7
U_33917,C_883372,86,115,2.4
U_33930,C_948219,980,722,3.0
U_33989,C_677083,363,459,2.97
U_33989,C_696808,363,801,2.76
U_33995,C_916828,621,35,3.0
U_33996,C_696994,8,0,2.7
U_33996,C_697821,8,13,2.64
U_33996,C_680968,8,646,2.22
U_33996,C_696827,8,580,1.56
U_33996,C_770738,8,19,1.47
U_33996,C_735214,8,86,1.44
U_33996,C_898310,8,713,1.35
U_33996,C_629559,8,8,1.32
U_33996,C_682138,8,553,1.14
U_33996,C_948103,8,612,1.08
U_33996,C_707107,8,994,1.0
U_33996,C_680989,8,471,1.0
U_33996,C_1429002,8,282,1.0
U_33996,C_1073350,8,1332,1.0
U_33996,C_1741561,8,616,1.0
U_33996,C_862963,8,1288,1.0
U_33996,C_1767126,8,344,1.0
U_33996,C_696554,8,56,1.0
U_33996,C_1760323,8,1376,1.0
U_34036,C_697068,983,24,3.0
U_34063,C_696946,85,120,2.97
U_34063,C_680777,85,142,2.43
U_34117,C_677038,984,98,3.0
U_34261,C_1761386,1345,873,3.0
U_34289,C_1410106,299,726,2.73
U_34496,C_936945,420,517,2.94
U_34496,C_948468,420,61,2.91
U_34520,C_682345,422,130,3.0
U_34531,C_676932,34,4,2.7
U_34531,C_916828,34,35,2.07
U_34531,C_696679,34,5,1.89
U_34531,C_697087,34,225,1.8
U_34531,C_697055,34,978,1.62
U_34531,C_1647264,34,452,1.53
U_34537,C_680762,502,37,3.0
U_34537,C_682379,502,193,2.94
U_34645,C_760442,1347,123,3.0
U_34677,C_697405,503,58,2.97
U_34784,C_947794,987,609,3.0
U_34828,C_707025,300,147,2.79
U_34896,C_681671,622,266,2.94
U_34976,C_955163,364,20,2.88
U_34988,C_799796,328,43,2.88
U_34988,C_799800,328,95,2.85
U_35001,C_866769,191,279,2.91
U_35057,C_697828,626,93,2.94
U_35057,C_696554,626,56,2.91
U_35096,C_770784,425,46,2.82
U_35099,C_797853,506,1022,2.91
U_35105,C_873864,990,53,2.97
U_35117,C_707068,192,690,2.85
U_35117,C_697188,192,34,2.73
U_35117,C_1903962,192,1101,2.67
U_35117,C_676913,192,75,2.61
U_35176,C_682393,991,563,3.0
U_35176,C_696827,991,580,2.97
U_35212,C_696899,232,248,3.0
U_35212,C_1714448,232,1067,2.91
U_35212,C_676658,232,126,2.82
U_35212,C_697026,232,134,2.76
U_35212,C_676913,232,75,2.73
U_35233,C_943255,67,236,2.82
U_35233,C_676937,67,30,2.79
U_35233,C_696746,67,119,2.13
U_35233,C_629559,67,8,2.07
U_35252,C_2281492,1355,1466,2.97
U_35258,C_682702,121,111,2.91
U_35258,C_707037,121,113,2.88
U_35258,C_681754,121,243,2.7
U_35258,C_680716,121,287,2.43
U_35281,C_697050,12,809,2.67
U_35281,C_697395,12,229,2.64
U_35281,C_681470,12,766,2.1
U_35281,C_680785,12,412,1.26
U_35281,C_676917,12,314,1.11
U_35281,C_854832,12,87,1.0
U_35281,C_948136,12,307,1.0
U_35333,C_697828,1356,93,2.97
U_35336,C_696721,1357,296,2.97
U_35383,C_696841,994,67,2.94
U_35392,C_707381,165,818,2.82
U_35413,C_696817,35,966,2.76
U_35413,C_799783,35,708,2.73
U_35413,C_680835,35,913,2.7
U_35522,C_677047,995,153,3.0
U_35555,C_680759,1358,91,3.0
U_35555,C_680757,1358,264,2.97
U_35564,C_948038,1359,394,2.94
U_35590,C_770738,266,19,2.94
U_35590,C_697791,266,2,2.85
U_35590,C_682610,266,219,2.76
U_35640,C_674953,996,285,3.0
U_35676,C_680777,301,142,2.76
U_35690,C_1428968,508,14,2.85
U_35694,C_676683,68,11,2.97
U_35694,C_696897,68,224,2.85
U_35694,C_697130,68,38,2.46
U_35831,C_883345,509,1,2.97
U_35935,C_681532,1362,932,3.0
U_35980,C_697068,427,24,2.88
U_35980,C_707081,427,17,2.85
U_35994,C_682302,1364,479,3.0
U_36034,C_797853,365,1022,2.88
U_36034,C_681045,365,472,2.79
U_36060,C_676683,21,11,2.97
U_36060,C_866756,21,66,2.91
U_36060,C_696740,21,63,2.88
U_36060,C_629559,21,8,2.64
U_36060,C_697032,21,45,2.34
U_36060,C_681255,21,109,1.86
U_36060,C_677019,21,127,1.8
U_36060,C_681488,21,653,1.65
U_36060,C_696821,21,323,1.38
U_36060,C_682360,21,292,1.02
U_36060,C_696855,21,57,1.0
U_36061,C_845950,768,386,2.91
U_36066,C_799800,1366,95,3.0
U_36122,C_677049,115,36,2.94
U_36122,C_676658,115,126,2.85
U_36128,C_697035,1368,325,2.97
U_36135,C_682491,630,662,2.91
U_36205,C_682672,997,569,3.0
U_36227,C_697381,631,81,2.94
U_36232,C_697188,233,34,2.73
U_36240,C_696908,102,44,2.91
U_36240,C_676649,102,84,2.79
U_36240,C_676917,102,314,2.61
U_36449,C_735269,428,274,2.94
U_36639,C_677095,177,128,2.58
U_36667,C_680961,50,265,2.79
U_36667,C_674920,50,10,2.73
U_36667,C_1428968,50,14,2.4
U_36667,C_948468,50,61,1.98
U_36687,C_682387,72,777,2.91
U_36733,C_883345,513,1,2.88
U_36741,C_680762,209,37,2.97
U_36748,C_682709,430,571,2.91
U_36755,C_697117,1000,65,2.97
U_36764,C_682289,129,943,2.91
U_36764,C_697096,129,105,2.76
U_36764,C_677010,129,31,2.58
U_36812,C_696972,366,179,2.88
U_36812,C_707093,366,328,2.82
U_37075,C_873864,1003,53,2.97
U_37280,C_696946,1004,120,2.91
U_37284,C_1704762,210,863,2.76
U_37541,C_682463,1006,483,2.94
U_37557,C_697791,431,2,2.85
U_37557,C_735157,431,28,2.82
U_37603,C_676966,303,634,2.82
U_37603,C_682269,303,773,2.73
U_37620,C_677097,1383,409,3.0
U_37638,C_676932,632,4,3.0
U_37651,C_707456,633,231,3.0
U_37656,C_697076,304,428,2.88
U_37656,C_682794,304,423,2.79
U_37660,C_681520,234,931,2.82
U_37666,C_883345,6,1,3.0
U_37666,C_676661,6,255,2.34
U_37666,C_697024,6,372,2.28
U_37666,C_696773,6,488,2.16
U_37666,C_681034,6,215,1.95
U_37666,C_707013,6,1635,1.8
U_37666,C_677176,6,1131,1.44
U_37666,C_682575,6,1190,1.23
U_37666,C_677186,6,1496,1.0
U_37666,C_943223,6,281,1.0
U_37666,C_682440,6,659,1.0
U_37666,C_936973,6,303,1.0
U_37666,C_927972,6,716,1.0
U_37666,C_908991,6,605,1.0
U_37666,C_696691,6,1601,1.0
U_37666,C_947265,6,1733,1.0
U_37757,C_676651,193,97,2.88
U_37962,C_696554,305,56,2.76
U_38004,C_682637,367,1575,3.0
U_38004,C_947794,367,609,2.91
U_38009,C_789278,167,277,3.0
U_38042,C_696951,306,1219,2.88
U_38042,C_788547,306,1021,2.85
U_38110,C_680790,1011,641,2.94
U_38112,C_866756,10,66,2.97
U_38112,C_747047,10,597,2.25
U_38112,C_735342,10,39,1.74
U_38112,C_681663,10,767,1.47
U_38112,C_1412527,10,310,1.41
U_38112,C_674903,10,18,1.35
U_38112,C_1903985,10,29,1.32
U_38112,C_682554,10,785,1.0
U_38123,C_680823,307,539,3.0
U_38194,C_680738,775,533,2.94
U_38225,C_697068,776,24,3.0
U_38258,C_677031,58,118,2.85
U_38258,C_696724,58,16,2.64
U_38258,C_707032,58,94,2.61
U_38258,C_676649,58,84,2.58
U_38258,C_707037,58,113,2.46
U_38258,C_694143,58,133,2.43
