course_id,learn_count,avg_preference,course_name,category,teacher,description
C_682794,9,2.289,儿童性发展与性教育,未标注,MOOCCubeX,本课程主要为大家介绍了人类性学发展的概述、0~15岁儿童的性发展与性教育实践、特殊儿童的性发展与性教育、性少数群体有关知识和荷兰家庭性教育。
C_697401,9,2.284,人力资源管理,未标注,MOOCCubeX,本课程围绕企业文化和战略，从选人、育人、用人、留人等方面，帮助学习者全面了解相关的理论、方法和技术，让你对自己有“自知之明”，进行更好的职业规划，对他人有“猎头眼光”，知人善任，全面提升你的管理能力和领导力。
C_948435,9,2.252,三江源生态,未标注,MOOCCubeX,“中华水塔”，三江之源，拥有世界海拔最高、面积最大的湿地生态系统，是世界高海拔地区生物多样性最为集中的地区，是全球气候变化的“晴雨表”，是我国重要的生态屏障，维系着中国乃至亚洲的生态安全。学习《三江源生态》，保护好“三江源”，“确保一江清水向东流”。
C_734035,9,2.247,5G与人工智能,未标注,MOOCCubeX,全新、直观、透彻的讲述5G与AI的科技知识和背景，是一门面向文理科专业的科技类公共选修课，通俗易懂，为听课者打下学习基础，让他们对将来从事工作做到心中有数。
C_682523,9,2.246,互联网金融,工商管理,MOOCCubeX,互联网金融的趋势不可逆转，互联网金融就是未来的金融，让我们通过这门课程的学习预见未来、把握未来。
C_680722,9,2.242,醉美葡萄酒,未标注,MOOCCubeX,《醉美葡萄酒》是一门认识葡萄酒、欣赏葡萄酒的理论与实践相结合的课程。课程内容包括：葡萄酒文化、葡萄品种、葡萄园风土、葡萄酒工艺、葡萄酒储存、餐酒搭配、葡萄酒品尝及质量鉴定的综合性课程。
C_934510,9,2.23,颈肩腰腿痛中医防治,未标注,MOOCCubeX,    学做自己的医生，解除颈肩腰腿痛的困扰，享受健康快乐的生活！
C_733993,9,2.224,房屋建筑学,未标注,MOOCCubeX,本在线课程教学内容为2019年秋季《房屋建筑学》翻转课堂的配套学习内容。
C_756654,9,2.222,医学免疫学原理,临床医学,MOOCCubeX,医学免疫学是临床医学、基础医学、预防医学、药学和护理学等专业的基础课程，同时也是现代免疫预防、诊断和治疗应用与研究的理论体系。
C_735155,9,2.202,冰魂雪魄——你的冬奥会观赛指南,体育学,MOOCCubeX,第24届冬季奥林匹克运动会，将于2022年在中国北京市和张家口市联合举行，这是中国历史上第一次举办冬季奥运会。想成为2022年北京张家口冬奥会的“专业”观众吗？快来查收你的冬奥会观赛指南吧！
C_1776316,9,2.191,阳明学概论,未标注,MOOCCubeX,管窥中国文化发展脉络和特质，了解王阳明的传奇生平、人格精神及学术内容和特色，学习王阳明为学的功夫，培养情操、完善人格，树立文化自信。
C_696686,9,2.186,俄语基础1,未标注,MOOCCubeX,俄语是联合国六种语言之一，被认为是世界上最困难的语言之一。该课程适合那些不怕困难和梦想发现俄语惊人的美丽和丰富性，并在A1级别上成为第一位知识评论家的人。
C_756642,9,2.177,护理研究方法,临床医学,MOOCCubeX,该课程围绕护理研究的关键步骤，内容涵盖研究问题确立、文献检索与整理、研究方案的设计、资料收集方法、研究计划书撰写、论文写作及常见问题6个章节。适用于护理专业本科生，并可作为硕士研究生护理研究方法的基础课程，为下一步学习研究方法相关的进阶课程打下基础。此外，可用于指导护理人员独立进行研究。
C_681519,9,2.164,创新药物研发与产业化,未标注,MOOCCubeX,医药企业成为资本市场中的新贵，大放异彩，短短几年涌现多头落蹄试水的“独角兽”企业。想把压在手中的IP点石成金吗？想跟随“独角兽企业”的足迹，找到在制药界成功的法门吗？我们用“不一般”的药学大课为你解锁新药研发产业链全貌，照亮您的未知盲点。
C_677150,9,2.16,Web开发技术,未标注,MOOCCubeX,本课程将引导你构建整个Web开发的知识体系，循序渐进地将你领进Web开发的大门。
C_696956,9,2.152,中国茶道,未标注,MOOCCubeX,茶道，既是形而上之道，无形无象，天人合一；又是形而下之器，有形有象，解渴驱乏，更是一种渗透于生活的文化、哲学、艺术、价值观和美的生活方式。
C_1912519,9,2.12,计算机组成原理,未标注,MOOCCubeX,疾风计划2021【首期限额招募】进行中
C_677043,9,2.05,慕课问道,体育学,MOOCCubeX,问慕课之道，解慕课之惑。学习了本课程，你将能够对慕课的形态、发展趋势、与高等教育的关系等有具体的认识和深入的思考。
C_1686679,9,2.033,阻击新冠——重症急性呼吸道感染综合症的临床诊疗与公共卫生防疫,未标注,MOOCCubeX,在新冠疫情防控的特殊时期，学堂在线“健康中国频道”联合全球医生组织，共同引进世界卫生组织（WHO）“重症急性呼吸道感染综合症的临床诊疗与公共卫生防疫”课程。为方便广大公共卫生人员和公众收看，特邀请国内一线医护专家提供学术支持，对课程内容进行中文翻译、注解等。 课程还在持续更新中，敬请大家关注！
C_1738959,9,2.003,机械制造实习,未标注,MOOCCubeX,本课程带你从传统的理论中升华，去了解书本背后更生动、更形象、更复杂的机械制造殿堂，更好地用工程改变世界。
C_735335,9,2.002,环境工程CAD,未标注,MOOCCubeX,环境保护，工程先行。
C_931250,9,1.938,芭蕾形体,未标注,MOOCCubeX,芭蕾这一高雅艺术是人类社会人文精神的高度体现，是社会进步的文化结晶。进行芭蕾教育使人们成为高雅艺术的欣赏者和传播者。本课程是根据非专业群体和普通高校学生的接受能力和需要，在芭蕾集训内容做了相应改变的基础上，结合普通高校教学实践，让初学者能尽快的接受和掌握，提高人们的审美水平和对高雅艺术的鉴赏能力。
C_696991,9,1.934,数字营销：走进智慧的品牌,未标注,MOOCCubeX,物联网、云计算、大数据、虚拟现实、人工智能，一场数字营销技术的完美风暴正拉开序幕，一个全新的品牌时代即将来临。
C_680785,9,1.889,大学英语七能拓展,外国语言文学,MOOCCubeX,《大学英语七能拓展》以培养提高学习者“知、述、论、讲、思、研、学”七大英语语言应用能力为目标，开发了符合移动互联时代特点的教学元素，激发了学生兴趣。以《大学英语教学指南》与《中国英语能力等级量表》为依据，全面重塑教学内容。以立德树人、学习树志为导向，探索了线上线下混合式教学模式。
C_1410117,9,1.861,组织与人力资源管理,未标注,MOOCCubeX,本课程着眼于最大程度调动员工的积极性、责任心和忠诚度为目标，从“组织、岗位和人”三要素及其匹配管理的全新视角全面阐释现代组织中的组织管理、岗位管理、招聘与测评管理等八大领域的前沿管理理念和管理技术，为你打开组织管理、岗位管理和员工激励的另外一扇窗户！
C_947773,9,1.837,互联网企业估值,未标注,MOOCCubeX,这门课旨在打造中南财经政法大学”第一门国际化的慕课“，通过六周的在线学习时间，带你领悟互联网企业估值的主要方法和基本要点。我们的宗旨是：给你一杆秤，和你一起度量互联网企业的价值空间。
C_948235,9,1.8,当代中国外交,未标注,MOOCCubeX,当代中国外交是外交学专业核心必修课。主要介绍中华人民共和国成立以来中国对外关系发展的基本线索，重大外交事件的具体史实和前因后果，各个时期中国政府外交政策的内容和含义。在这门课程中，我们将为您解读新中国重大外交决策的内在逻辑与历史动力，为您打开新中国外交的恢弘画卷！
C_696789,8,2.749,医学文献检索,未标注,MOOCCubeX,主要讲授医学文献检索的基础理论、基本知识和基本技能，中文医学文献数据库检索，PubMed检索，Web of Science检索，参考文献著录与管理等核心课程内容。
C_677083,8,2.73,水处理工程-生化技术,水利工程,MOOCCubeX,环境工程、市政工程等专业的主干专业课，主要讲述水和废水处理中主要的生物处理方法的基本原理、工艺构成、运行特点、工艺计算方法以及部分工程实例。
C_697110,8,2.719,运动与体能提升,体育学,MOOCCubeX,在这门课程里，体能专家将科学、系统地向你介绍心肺功能、肌肉力量与肢体柔韧的锻炼方法与评价方法，相信经过科学、系统的体能锻炼，你定会收获强健的体魄。
C_681045,8,2.715,刑事审判心理学,法学,MOOCCubeX,这门课将介绍行为科学如何改善刑事司法制度。
C_681503,8,2.7,书法学堂,未标注,MOOCCubeX,《书法学堂》是中国传统书法艺术普及通识性课程，受众面广，共享性好，时长短，内容多。该课程以书法初学者为主要受众对象。高清解析书法的用笔、结构、章法中的技巧与方法，注重基础理论与经典示例相结合。
C_680824,8,2.694,线性系统理论,数学,MOOCCubeX,线性系统理论是控制科学与工程学科的一门最为基本的理论性课程，也是进一步学习控制理论其它系列课程必备的基础。本课程强调严格的逻辑训练与培养研究生创新思维并重。
C_677070,8,2.685,道路·理论·制度·文化——中国特色社会主义理论与实践研究,未标注,MOOCCubeX,中国特色社会主义道路从哪里来？如何看待中国特色社会主义的历史方位？中国特色社会主义到底特在哪里？中国特色社会主义将往哪里去？让我们带着这些问题走进《道路·理论·制度·文化——中国特色社会主义理论与实践研究》课程开启学习之旅！
C_769293,8,2.674,数据结构(上),计算机科学与技术,MOOCCubeX,本课程旨在围绕各类数据结构的设计与实现，揭示其中的规律原理与方法技巧；同时针对算法设计及其性能分析，使学生了解并掌握主要的套路与手段。
C_677133,8,2.663,数据库系统（上）：模型与语言,未标注,MOOCCubeX,《数据库系统》不仅是计算机、软件工程等专业的核心课程，而且也是非计算机专业学生必修的信息技术课程。当前互联网+与大数据，一切都建立在数据库之上，以数据说话，首先需要聚集数据、需要分析和管理数据。数据库技术已成为各种计算系统的核心技术，数据库相关知识也已成为每个人必须掌握的知识。  ​
C_680774,8,2.638,航天器轨道力学,未标注,MOOCCubeX,航天器轨道力学是以各类航天器为研究对象，分析它们在万有引力及其它外力作用下的运动特性及控制规律的一门科学。轨道力学与航天器总体设计、载荷设计、控制系统设计等领域密切相关，是航天器型号设计、飞行试验、飞行仿真和应用的理论基础。
C_677189,8,2.621,家庭理财,应用经济学,MOOCCubeX,本课程注重家庭理财实战技能及基本策略，涵盖全生命周期的理财规划，包括现金规划、风险与保险、消费信贷、退休养老、子女教育金、税收筹划、遗产传承、婚姻与财富等。每节知识点，配套有练习和思考题，学练结合，效率倍增。
C_682302,8,2.614,核辐射物理及探测学,未标注,MOOCCubeX,点石成金完全是幻想吗，原子弹和氢弹是如何爆炸的，地铁站的安检仪怎么会有透视眼呢，射线是什么，它们是怎么产生和测量的？答案就在这里。
C_735253,8,2.588,建筑工程施工,未标注,MOOCCubeX,本课程由三位工程经验丰富的施工老师匠心打造，授课内容能够反映当今建筑工程施工领域的最新成果和进展，是助您提升施工执业能力的利器与法宝，是伴您走向事业巅峰的良师和益友。
C_735385,8,2.577,大学物理——力学与热学,物理学,MOOCCubeX,物理，洞悉大千世界；物理，连接现代生活；物理，引领技术革命；物理，塑造人类灵魂。我们将带你走进物理大世界，结识物理大师，了解生活大物理，成为科技大侦探。
C_697100,8,2.565,运动与关节健康,体育学,MOOCCubeX,你是否总是感到肩颈僵硬？你是否经常被腰酸背疼所困扰？想要预防和缓解这些问题吗？点击《运动与关节健康》课程，专家教你如何通过科学运动，维护和促进各关节的健康。坚持科学锻炼几分钟，实现关节稳固又轻松！
C_697073,8,2.561,生活中的市场营销学,未标注,MOOCCubeX,市场营销活动无处不在。市场营销与我们的生活息息相关。通过《生活中的市场营销学》的学习，可以让我们“从生活中学营销，从营销中学生活！”
C_682259,8,2.544,通信原理,未标注,MOOCCubeX,学习信息通过从一个地点传递到另外一个地点的过程中物理层通信的基本原理，包括点到点通信系统的组成、经典调制解调方式，通信系统的性能指标及其分析方法等。
C_862967,8,2.54,神经工程学,未标注,MOOCCubeX,本课程力求全面涵盖目前神经工程学的重要内容，把握该领域最新发展动态，从微观到宏观，从基础到应用，进而展望未来。为有志于从事该领域研究的学生提供系统的知识培养。
C_879111,8,2.529,电极过程动力学,未标注,MOOCCubeX,《电极过程动力学》是应用化学（电化学）专业的核心课程。该课程将引导学生运用“电化学”的思想去解决在研究和电化学器件开发中面临的专业问题。
C_682356,8,2.52,证券投资学,未标注,MOOCCubeX,“证券投资学”是首批国家级线上一流本科课程；也是湖北省省级首批精品在线开放课程，是金融学、财务管理等金融相关专业的核心课程。本课程理论学习并利用模拟实盘演练，帮助学生对证券投资理论的理解以及加深对于投资实务的印象。课程教学资源丰富、理念先进、方法多元。 欢迎加入证券投资交流群，群号码：789021501；下载登陆同花顺app，模拟投资，提问咨询交流。
C_735395,8,2.514,英语演讲艺术,未标注,MOOCCubeX,本课程是外语素质教育核心课程，通过分析演讲范例、讲解英语演讲的类型、结构、特点、技巧，培养学生演讲技能：用英语进行信息性演讲、说服性演讲及即兴演讲；提升国际视野、思辨、跨文化交际及有效沟通能力。
C_696773,8,2.506,数据结构（Data Structures）,计算机科学与技术,MOOCCubeX,在这门课程中，你将学习到数据的基本的存储和计算的方法，掌握线性表、栈、队列、树、图等基本的数据结构以及相关的基本算法。
C_747227,8,2.506,数学模型与最优化技术,未标注,MOOCCubeX,数学建模先修课程有数学分析、高等代数、概率论与数理统计、数学实验等，是研究如何将数学方法和计算机知识结合起来用于解决实际生活中存在问题的一门边缘交叉学科，是集经典数学、现代数学和实际问题为一体的一门新型课程，是应用数学解决实际问题的重要手段和途径。
C_854868,8,2.505,法学高级入门,未标注,MOOCCubeX,本课程是清华法学院法学硕士研究生和博士生的入学导引课程。
C_682439,8,2.477,Web安全实践,未标注,MOOCCubeX,Web应用的搭建依赖于多种平台和技术，任何漏洞都有可能导致针对Web的攻击。攻击层面包括如操作系统、Web应用服务器、后台语言、客户端等。因此《Web安全实践》课程内容主要分为3个方面：（1）网站服务器Apache的使用和HTTPS服务的实现；（2）针对Web应用的攻击和防御实现；（3）针对服务器或
C_697106,8,2.458,运动与慢病防治,体育学,MOOCCubeX,随着社会的发展，我们的生活发生变化，而最引人瞩目的就是健康。一些慢性病成为影响我国人群健康的主要危害，因此慢病的防治也成了大家最关注的话题。本课程由北京师范大学运动人体科学专家带您了解高血压、颈椎病、抑郁症等常见慢病的病因及表现，带您科学运动，打造健康的生活方式。
C_680808,8,2.439,建筑环境学,建筑学,MOOCCubeX,本课程是代表学科特点的核心专业基础课，面向对象是建筑环境与能源应用工程专业本科生。内容涉及热学、流体力学、物理学、心理学、生理学、劳动卫生学、城市气象学、房屋建筑学、建筑物理等学科知识，展示了人工环境的内在特征、变化规律与理论知识，反映了本学科的跨学科特点。
C_677023,8,2.393,大学英文写作（上）,外国语言文学,MOOCCubeX,本课程以跨文化的视角，讲解英文写作的知识和技巧，侧重范文分析和习作点评。李慧辉博士将与你分享国内外多年积累的跨文化体验和关于语言与认知的思考。
C_948436,8,2.39,“中国风”服装与服饰设计——以创意装为例,未标注,MOOCCubeX,    本课程运用课题化的教学模式，注重培养学生的创造性思维与动手能力。课程以主题为线索进行教学设计，多层次的激发学生综合运用所学专业知识，独立分析问题和解决实际问题以及团队协作的能力，掌握服装创意设计从服装立意构思、要素设计到结构制作的程序和方法，培养具有设计方案制定、分析、比较和整合的实践能力。
C_682400,8,2.387,嵌入式系统设计,计算机科学与技术,MOOCCubeX,了解嵌入式系统基本概念，掌握嵌入式处理器、嵌入式操作系统、嵌入式软件开发平台、嵌入式Linux驱动开发以及相关实验等内容。学习后具备按照给定的要求设计嵌入式系统的能力。
C_911168,8,2.387,教师科学用声与声音形象塑造,未标注,MOOCCubeX,      该课程是全网第一门针对教师、辐射其他有声语言工作者设计的声音训练指导课，教育部课程建设项目，结合发声学、美学、医学保健等多学科理论，邀请广播电视一线主持人、高校发声领域资深教师针对实战问题讲解示范，让您零起点学习，解决声音中的干、哑、尖、涩、卡顿、模糊、暗淡等问题，塑造出色的声音形象。
C_749807,8,2.383,大学计算机基础,未标注,MOOCCubeX,人工智能、物联网、云计算、大数据、区块链标志着智能新时代的到来！作为当代大学生，不仅需要掌握计算机的基本应用和基础理论知识，更重要的是要具备利用计算机分析和解决学习和工作中实际问题的能力！探索基于计算思维的问题求解之路，从这门课开始！
C_680814,8,2.38,软件设计模式,未标注,MOOCCubeX,设计模式是软件架构和代码设计的重要技术，由资深工程师根据从业经验和代码案例进行总结得出，经过了超过20年的行业实践和验证，并得到全世界软件架构师、设计师、代码开发人员等的认可。课程将跟大家一起探讨简单工厂模式、GRASP模式、GoF模式等内容，向大家呈现不同模式的应用及案例。
C_680987,8,2.371,冬奥英语,外国语言文学,MOOCCubeX,冬奥之美在于冰雪之美，冰雪之美饱含运动之美、艺术之美、梦想之美。当冰雪邂逅英语，又会碰撞出何种令人神往之美？走进《冬奥英语》，聆听冬奥之声，讲述冬奥之事，点亮冬奥之梦！冬奥之美，英语之美，美美与共！
C_682463,8,2.36,有限元基础与软件应用,未标注,MOOCCubeX,本课程的课程考核结果和学生反馈表明，通过本课程的学习，可以加深学生对弹塑性力学和结构动力学基本理论的理解，学生们掌握了有限单元法的基本原理和多种大型有限元软件的使用，具备了利用有限元软件进行结构分析计算的能力，具有了初步的有限元程序开发能力。该课程的开设受到了研究生导师和学生的普遍欢迎。
C_674923,8,2.327,行政职业能力提升,未标注,MOOCCubeX,《行政职业能力提升》课程是为广大学生和在职工作人员进行行政职业能力培养与训练的课程。通过学习，学员可以提升未来行政职场上的竞争力，打造行政精神、提升行政气质、强化沟通能力，训练行政口才，提高职业竞争力。
C_674959,8,2.319,《道德经》的智慧启示,未标注,MOOCCubeX,本课程运用《易经》的原理，从历史与现实、理论和实际来阐释《道德经》所蕴含的101种人生智慧。学习本课，得道多助，失道寡助，惟道是从，道者无敌。
C_801443,8,2.316,世界跨文化交流,外国语言文学,MOOCCubeX,确认过眼神，遇上对的课！ 美洲、欧洲、东亚、东南亚、阿拉伯和非洲六大板块款款而来，我们践行“一带一路”倡议，精选其中16个国家各自令人神往的独特风情，错落有致地凝聚于这门传播国际文化的优秀课程。 
C_862620,8,2.294,地质学与工程地质,未标注,MOOCCubeX,地球是人类的家园，人类文明发展与利用和改造地球密不可分。课程将介绍地质学基本知识及工程地质分析原理和方法，从而在工程建设中更好地利用和保护地球！
C_909099,8,2.29,中药药理学-学做自己的调理师,未标注,MOOCCubeX,这是一门由中医药资深专家传授，以中医“治未病”思想为指导，介绍生活方式调理、饮食习惯调整、运动处方选择、药膳食疗方法制作等通俗易懂、方便实用的调理方法的课程，让人人都成为自己身体的调理师，以达到预防和调理常见慢性病（高血脂、高血压，糖尿病、痛风、肥胖、癌症、冠心病、中风）的目的。
C_756665,8,2.286,建设工程招投标与合同管理,未标注,MOOCCubeX,通过本课程的学习，能够编写招标文件、投标文件，能够根据工程变更材料进行合同价款的调整和施工索赔，为从事土建类专业招投标与合同管理工作的人员提供保障。
C_735378,8,2.278,高等化工热力学（上）,材料科学与工程,MOOCCubeX,“经典热力学是唯一具有普遍性的物理理论”（爱因斯坦语），让我们一起掌握“热力学之匙”打开新时代化学工程理论与应用之门。
C_1647264,8,2.269,新城市科学,未标注,MOOCCubeX,新城市科学课程，核心关注科技与城市（TECH+CITY），既是新的“城市科学”，即方法层面利用新数据、新方法和新技术研究经典城市，也是“新城市”的科学，即认识层面研究受到颠覆性技术影响的“新”城市。本在线课程分为概述、技术、应用与展望篇四个模块共13次课系统地介绍新城市科学的最新研究进展。
C_851362,8,2.268,社会语言学,未标注,MOOCCubeX,你是怎样应对几个甚至几十个微信群的？你是怎样在英语，普通话，方言中自如切换的？你是否曾有过不知道如何称呼对方的尴尬？你是否觉得“中国英语”不美？你是否听过语言学家帮助法庭解决疑难案件的故事？你是否认为不恰当的语言交流会导致医患冲突？ 《社会语言学》将与你一起追问与探索这些问题。					 					
C_677184,8,2.249,传热与流体流动的数值计算,未标注,MOOCCubeX,计算传热学（NHT）和计算流体力学（CFD）在20世纪70年代以来的成就，显示出其在人类深入研究各种流体流动和热传递现象，以及在科研和工程应用方面的强大生命力，在航空、气象、海洋、流体机械、建筑和车辆设计等各个领域都显示出巨大的作用。
C_682184,8,2.248,微软亚洲研究院大数据系列讲座,未标注,MOOCCubeX,“这门课程涵盖了互联网搜索、城市计算、社会计算、软件分析、可视化等大数据研究中的热门和前沿领域，课程设计兼具前所未有的广度和深度，我真诚地推荐所有对大数据研究感兴趣的同学去学习这门课程。
C_696992,8,2.226,文化差异与跨文化交际,未标注,MOOCCubeX,《文化差异与跨文化交际》将带您一起跨越历史的长河，追溯文明的起源，领略中西方文化的魅力，了解沟通技巧与国际礼仪，帮助您克服文化冲突和跨文化交际障碍，为您开启一扇通向世界的大门——国际视野、国际人才。
C_680819,8,2.215,隋唐五代史专题,未标注,MOOCCubeX,隋唐五代是中国历史上最辉煌、亦是发展与转折的关键时期。本课程以全景拉开、纵深探讨的方式，对隋炀帝、城市多重空间、市民社会的演变、经济重心南移、城市社会中下层群体等进行专题讲授，带动学生对不同问题进行更深入的思考，真正走进这一时代的历史深处。
C_754135,8,2.211,人工智能与创业智慧,未标注,MOOCCubeX,一、融合人工智能技术与人文智慧思想
C_770766,8,2.21,英美音乐与文化,外国语言文学,MOOCCubeX,"     喜欢听音乐，你知道其中的文化内涵和背后的故事吗？想学地道的英文吗？Joe, Carla, Natalie, 周老师等五位中、英、美三国教师将带你畅游英美音乐与文化之旅。你会遇见你喜欢的音乐艺术家，更深入地了解他们。期待你的加入，让我们“两脚踏东西文化，一心评宇宙文章”吧！                                                                                                                           —— 课程团队"
C_735300,8,2.204,项目采购与合同管理,管理科学与工程,MOOCCubeX,现实中，没有哪个项目不需要向外采购！您知道如何规范、高效、经济地进行采购吗？本课程为“国家精品在线课程”并曾入选中宣部“学习强国”学习平台，可以系统全面地教会您此方面的基本理论知识和实际操作方法，课程团队将会为您的学习提供及时全面的服务和支持。
C_948289,8,2.196,商务英语案例分析,未标注,MOOCCubeX,学了这么多年的英语，还是只会日常打招呼吗？进入商业职场却只能尬聊吗？快来加入《商务英语案例分析》课程吧，我们将带你一起了解SWOT分析、4P理论、波士顿矩阵等耳熟能详的商业理论，一起探讨APPLE、ZARA、Alibaba、Huawei等公司成功的经验，帮你成为能用英语侃侃而谈的的商界精英。
C_948153,8,2.179,安全管理学,未标注,MOOCCubeX,谁安全谁生存；谁安全谁幸福！ 您想知道如何保障自己、组织安全吗？ 您想了解安全原理、伤害致因、避免伤害措施吗？ 您想形成系统思维、风险思维、科学思维多元模式，提高应对风险、复杂环境能力吗？ 您想防风险除隐患、兴事业美家庭吗？ 提升安全理念、增进安全知识、提高安全能力、形成安全思维，请学《安全管理学》
C_682696,8,2.157,图像处理与分析,未标注,MOOCCubeX,《图像处理与分析》意在丰富学生图像处理与分析的知识，培养学生图像处理与分析的学习兴趣、创新思维和动手能力。目的是让学生熟悉图像处理与分析的概念，掌握图像处理分析的方法与技能，了解数字图像处理的发展与应用。
C_680989,8,2.151,专业学位研究生英语,未标注,MOOCCubeX,本课程是为专业硕士设计的英语课，本课程设置为12单元，48讲。目的在于培养学生的语篇分析能力；基本的写作技能，特别是应用文写作技能；培养学生的翻译技能，尤其是英语科技文献的翻译；同时在读和写的基础上训练学生将语篇知识和写作技巧有效应用到听和说中。
C_680770,8,2.136,汽车底盘构造,机械工程,MOOCCubeX,汽车作为交通工具极大地拓展了人类在陆地上的活动空间，也承载着人类更多的梦想走向未来，本课程将带你去探索汽车里面不为常人所知的地方，让你洞悉汽车所不被人了解的另一面，汽车虽小，但梦想无限！
C_674912,8,2.103,音乐与健康,未标注,MOOCCubeX,本课程精心设计了音乐与健康、治疗、养生、音乐处方单等八个专题的内容，适合喜爱音乐和关注身心健康的人群。
C_936945,8,2.086,现代环境分析技术,未标注,MOOCCubeX,面向环境污染分析，融合仪器分析技术，追踪分析技术进展，解决实际环境问题
C_696923,8,2.073,汽车碰撞安全基础,交通运输工程,MOOCCubeX,汽车速度带给我们便捷的同时也带来碰撞伤害。这门课程将告诉你如何在汽车有限的空间和100毫秒的冲击时间内降低乘员受伤的风险和程度。
C_696697,8,2.07,管理学原理,未标注,MOOCCubeX,本课程将带你走进管理的世界：你能够对所在的组织以及组织的工作有更深入的了解，你可以学会自我管理、自我激励；你也能够发现管理问题，采取有效办法解决这些问题；当然，你仍然可以从本课程中获取许多有价值的管理知识。
C_948421,8,2.032,医院品管圈理论与实操,未标注,MOOCCubeX,本课程旨在指导学生系统地学习和掌握医院质量管理工具的基本理论，并使学生了解和掌握两类品管圈的步骤与手法，提高学生发现质量问题，分析和解决这些问题的基本能力，以及质量持续改进的管理能力，从而把理论学习与案例分析有机地结合，以培养具有较强实战性的现代医院管理专才。
C_696993,8,2.032,生活中的货币时间价值,未标注,MOOCCubeX,货币是什么？历经了哪些形态？为什么一鸟在手胜于两鸟在林？复利的威力到底有多大？多重现金流是什么？贷款陷阱该如何规避？证券定价知多少？应该投资哪个项目？如何未雨绸缪，让自己老有所依？本课程将会告诉您答案。
C_681475,8,2.005,西班牙语很容易 El español es fácil,外国语言文学,MOOCCubeX,"In this introductory Spanish course you will you will learn to exchange basic personal information, and you will also be able to order food in a restaurant as well as to have some basic interaction with a shop assistant when buying cloths."
C_947257,8,1.965,教育经济学,未标注,MOOCCubeX,教育经济学是研究教育与经济之间关系的交叉学科，它研究教育与经济的关系的表现形式及规律性；教育的投资方向及内部结构；教育领域中劳动的特点与分配原则；教育投资的经济效果，教育领域中劳动的特点与分配原则等等。教育经济学的研究对象是教育在经济和社会发展中的作用、教育投资的有效利用及其经济收益。
C_696709,8,1.95,舞蹈形体修塑训练,未标注,MOOCCubeX,《舞蹈形体修塑训练》是一门面对高校热爱舞蹈的大学生群体以及社会群体开设的舞蹈美育课程，课程内容丰富多样、简单易学，它以美化学生风姿气质，树立正确心理品格为目标，是培养全面发展的人的艺术素养层面的教育。通过这门课程的学习不仅可以塑造优美的身体形态，还能达到增强学生的文化自信，树立爱国意识。
C_677028,8,1.898,中国古代礼义文明——礼制,历史学,MOOCCubeX,讲授中国古代礼义文明的基本框架，使学生在了解中华传统礼义的过程中培养人文情怀，塑造优秀品格，关心社会民生，进而在日常生活中践行礼与义。
C_697155,8,1.861,品读经典：《诗经》《老子》《庄子》选粹,未标注,MOOCCubeX,包含以“经”命名的诗集，老子、庄子的人生哲理。有故事情节；有主旨悬念；也有阐释的众说纷纭。它散发着诗歌的魅力，拓展了文学的思维；它蕴含着文化的厚重，启人生的智慧。它涵盖宇宙观、人生观和社会政治观，影响着后世做人、做事的基本方法。启迪人生，回归经典，品读《诗·老·庄》。
C_685664,8,1.838,山野菜认知与开发利用,食品科学与工程,MOOCCubeX,        中国五千年的历史形成了中华民族特有的“药食同源”文化，其中山野菜扮演了什么角色？
C_682240,8,1.796,美术鉴赏,未标注,MOOCCubeX,"本课程是基于Gombrich,E.H 贡布里希《艺术的故事》美术鉴赏类通识教育课程。通过对于西方艺术发展历程的梳理，使人们了解不同文化和不同时代的艺术精神，熟悉艺术作品所蕴含的文化价值和时代价值，提高跨文化的思维能力和评价艺术的洞察力。"
C_680927,8,1.715,国际名酒知识与品鉴,食品科学与工程,MOOCCubeX,本课程针对国际上知名的八种酒品，讲述不同酒品的前世今生，细到每种原料的涅磐重生、每道工艺的繁复精致、以及每种名酒的缘起花开和历史底蕴……美酒不可辜负，时光呈现历史，让我带你们走进不一样的美酒之旅！
C_681362,8,1.624,This is AI,未标注,MOOCCubeX,不论你是否欢迎——人工智能已经来了！你真的知道什么是人工智能吗？你准备好了与人工智能共同发展了吗？人工智能真的会在未来威胁人类吗？探索频道（Discovery Channel）携手人工智能行业的领导者，百年科技巨头——IBM，给出了答案，推出纪录片《这就是人工智能》。
C_677179,7,2.901,古典社会学理论,未标注,MOOCCubeX,学习经典社会学理论，是思考和理解现代社会生活的重要途径。本门课程通过对马克思、韦伯、涂尔干、托克维尔、结构功能主义、社会冲突论、社会交换论和符号互动论的讲述，为大家铺就了一条通向经典社会学理论的现实道路。
C_682350,7,2.893,意在象中——中国古典诗词鉴赏,中国语言文学,MOOCCubeX,你还在为读不懂古典诗词而感到困扰吗？ 你还在为无法为心爱的TA写下心中的情思而哀愁吗？ 你还在为各种考试中背不过的诗词而感到懊恼吗？ 你也许只缺了一把打开诗词殿堂的钥匙！
C_854871,7,2.833,VC++面向对象与可视化程序设计（上）：Windows编程基础,未标注,MOOCCubeX,Visual C++程序设计基础包含两个部分，一部分是基于Windows的编程，另一部分是基于MFC的编程，本课程“上”的部分主要介绍Windows编程技术基础。
