course_id,user_id,preference
C_948269,U_29556,2.58
C_677070,U_29854,2.94
C_697106,U_29854,2.91
C_697034,U_30016,3.0
C_782490,U_30016,2.97
C_674920,U_30034,2.97
C_1924175,U_30034,2.85
C_681005,U_30034,2.82
C_866164,U_30034,2.7
C_682546,U_30103,3.0
C_680762,U_30255,2.91
C_682429,U_30342,3.0
C_680854,U_30342,2.97
C_817691,U_30351,2.97
C_682440,U_30375,3.0
C_1806527,U_30419,2.88
C_697301,U_30512,2.97
C_707031,U_30512,2.91
C_735441,U_30626,3.0
C_676642,U_30626,2.37
C_680757,U_30626,2.28
C_697797,U_30626,2.22
C_682442,U_30626,2.16
C_1738993,U_30681,2.97
C_735157,U_30692,2.97
C_696994,U_30971,3.0
C_947147,U_31265,2.97
C_696679,U_31270,3.0
C_696729,U_31270,2.97
C_680753,U_31270,2.76
C_735101,U_31287,2.97
C_934532,U_31287,2.85
C_758201,U_31287,2.61
C_680870,U_31287,2.58
C_677077,U_31287,2.52
C_680805,U_31287,2.31
C_707032,U_31287,2.16
C_934526,U_31307,2.88
C_694162,U_31308,2.97
C_697566,U_31308,2.94
C_676913,U_31311,3.0
C_682624,U_31324,3.0
C_677150,U_31470,2.91
C_948423,U_31495,2.94
C_694162,U_31497,2.97
C_697778,U_31614,2.76
C_696922,U_31614,2.73
C_697068,U_31614,2.7
C_682345,U_31614,2.52
C_676673,U_31692,2.73
C_707022,U_31692,2.34
C_697405,U_31692,2.13
C_697374,U_31692,1.86
C_676953,U_31692,1.74
C_735164,U_31720,3.0
C_760442,U_31720,2.97
C_677019,U_31788,2.88
C_682469,U_31794,2.94
C_696994,U_31831,2.76
C_682458,U_31831,2.73
C_1410156,U_31834,2.94
C_697299,U_31870,2.97
C_1755951,U_31881,2.94
C_707031,U_31882,2.94
C_697797,U_31882,2.76
C_879093,U_31902,2.43
C_909094,U_31902,2.37
C_676932,U_31927,2.97
C_629559,U_32057,2.82
C_881456,U_32153,3.0
C_1410156,U_32230,3.0
C_682183,U_32231,2.97
C_682597,U_32252,3.0
C_948209,U_32312,2.97
C_734054,U_32313,2.97
C_948209,U_32319,3.0
C_682349,U_32370,2.91
C_681084,U_32382,2.94
C_707081,U_32398,2.97
C_696679,U_32399,3.0
C_1741560,U_32399,2.46
C_682379,U_32418,2.88
C_876706,U_32433,2.82
C_697422,U_32433,2.73
C_947240,U_32569,2.73
C_697176,U_32652,2.79
C_697188,U_32672,2.94
C_1438319,U_32768,2.97
C_1756078,U_32843,2.79
C_676937,U_32920,3.0
C_682246,U_32998,3.0
C_680824,U_32998,2.97
C_682338,U_33002,2.64
C_679148,U_33002,2.22
C_799796,U_33002,2.19
C_680754,U_33165,2.76
C_916828,U_33310,2.97
C_756594,U_33334,2.91
C_697063,U_33346,3.0
C_735239,U_33346,2.97
C_680808,U_33405,2.58
C_681355,U_33405,2.46
C_681197,U_33405,1.95
C_1808023,U_33405,1.59
C_697050,U_33526,2.94
C_866769,U_33526,2.49
C_682469,U_33526,2.46
C_676905,U_33555,2.61
C_916844,U_33555,2.58
C_947164,U_33555,2.52
C_697374,U_33555,2.49
C_697293,U_33557,2.97
C_707038,U_33557,2.91
C_696687,U_33557,2.85
C_697184,U_33610,2.43
C_681520,U_33610,1.5
C_696938,U_33610,1.32
C_694136,U_33610,1.0
C_707038,U_33610,1.0
C_680910,U_33610,1.0
C_948209,U_33721,2.94
C_696518,U_33756,2.73
C_697293,U_33813,3.0
C_674903,U_33813,2.97
C_883345,U_33820,2.97
C_887103,U_33824,2.97
C_854839,U_33907,2.85
C_1755948,U_33907,2.79
C_676642,U_33907,2.67
C_680804,U_33907,2.58
C_676649,U_33917,2.91
C_948412,U_33917,2.85
C_681519,U_33917,2.7
C_883372,U_33917,2.4
C_948219,U_33930,3.0
C_677083,U_33989,2.97
C_696808,U_33989,2.76
C_916828,U_33995,3.0
C_696994,U_33996,2.7
C_697821,U_33996,2.64
C_680968,U_33996,2.22
C_696827,U_33996,1.56
C_770738,U_33996,1.47
C_735214,U_33996,1.44
C_898310,U_33996,1.35
C_629559,U_33996,1.32
C_682138,U_33996,1.14
C_948103,U_33996,1.08
C_707107,U_33996,1.0
C_680989,U_33996,1.0
C_1429002,U_33996,1.0
C_1073350,U_33996,1.0
C_1741561,U_33996,1.0
C_862963,U_33996,1.0
C_1767126,U_33996,1.0
C_696554,U_33996,1.0
C_1760323,U_33996,1.0
C_697068,U_34036,3.0
C_696946,U_34063,2.97
C_680777,U_34063,2.43
C_677038,U_34117,3.0
C_1761386,U_34261,3.0
C_1410106,U_34289,2.73
C_936945,U_34496,2.94
C_948468,U_34496,2.91
C_682345,U_34520,3.0
C_676932,U_34531,2.7
C_916828,U_34531,2.07
C_696679,U_34531,1.89
C_697087,U_34531,1.8
C_697055,U_34531,1.62
C_1647264,U_34531,1.53
C_680762,U_34537,3.0
C_682379,U_34537,2.94
C_760442,U_34645,3.0
C_697405,U_34677,2.97
C_947794,U_34784,3.0
C_707025,U_34828,2.79
C_681671,U_34896,2.94
C_955163,U_34976,2.88
C_799796,U_34988,2.88
C_799800,U_34988,2.85
C_866769,U_35001,2.91
C_697828,U_35057,2.94
C_696554,U_35057,2.91
C_770784,U_35096,2.82
C_797853,U_35099,2.91
C_873864,U_35105,2.97
C_707068,U_35117,2.85
C_697188,U_35117,2.73
C_1903962,U_35117,2.67
C_676913,U_35117,2.61
C_682393,U_35176,3.0
C_696827,U_35176,2.97
C_696899,U_35212,3.0
C_1714448,U_35212,2.91
C_676658,U_35212,2.82
C_697026,U_35212,2.76
C_676913,U_35212,2.73
C_943255,U_35233,2.82
C_676937,U_35233,2.79
C_696746,U_35233,2.13
C_629559,U_35233,2.07
C_2281492,U_35252,2.97
C_682702,U_35258,2.91
C_707037,U_35258,2.88
C_681754,U_35258,2.7
C_680716,U_35258,2.43
C_697050,U_35281,2.67
C_697395,U_35281,2.64
C_681470,U_35281,2.1
C_680785,U_35281,1.26
C_676917,U_35281,1.11
C_854832,U_35281,1.0
C_948136,U_35281,1.0
C_697828,U_35333,2.97
C_696721,U_35336,2.97
C_696841,U_35383,2.94
C_707381,U_35392,2.82
C_696817,U_35413,2.76
C_799783,U_35413,2.73
C_680835,U_35413,2.7
C_677047,U_35522,3.0
C_680759,U_35555,3.0
C_680757,U_35555,2.97
C_948038,U_35564,2.94
C_770738,U_35590,2.94
C_697791,U_35590,2.85
C_682610,U_35590,2.76
C_674953,U_35640,3.0
C_680777,U_35676,2.76
C_1428968,U_35690,2.85
C_676683,U_35694,2.97
C_696897,U_35694,2.85
C_697130,U_35694,2.46
C_883345,U_35831,2.97
C_681532,U_35935,3.0
C_697068,U_35980,2.88
C_707081,U_35980,2.85
C_682302,U_35994,3.0
C_797853,U_36034,2.88
C_681045,U_36034,2.79
C_676683,U_36060,2.97
C_866756,U_36060,2.91
C_696740,U_36060,2.88
C_629559,U_36060,2.64
C_697032,U_36060,2.34
C_681255,U_36060,1.86
C_677019,U_36060,1.8
C_681488,U_36060,1.65
C_696821,U_36060,1.38
C_682360,U_36060,1.02
C_696855,U_36060,1.0
C_845950,U_36061,2.91
C_799800,U_36066,3.0
C_677049,U_36122,2.94
C_676658,U_36122,2.85
C_697035,U_36128,2.97
C_682491,U_36135,2.91
C_682672,U_36205,3.0
C_697381,U_36227,2.94
C_697188,U_36232,2.73
C_696908,U_36240,2.91
C_676649,U_36240,2.79
C_676917,U_36240,2.61
C_735269,U_36449,2.94
C_677095,U_36639,2.58
C_680961,U_36667,2.79
C_674920,U_36667,2.73
C_1428968,U_36667,2.4
C_948468,U_36667,1.98
C_682387,U_36687,2.91
C_883345,U_36733,2.88
C_680762,U_36741,2.97
C_682709,U_36748,2.91
C_697117,U_36755,2.97
C_682289,U_36764,2.91
C_697096,U_36764,2.76
C_677010,U_36764,2.58
C_696972,U_36812,2.88
C_707093,U_36812,2.82
C_873864,U_37075,2.97
C_696946,U_37280,2.91
C_1704762,U_37284,2.76
C_682463,U_37541,2.94
C_697791,U_37557,2.85
C_735157,U_37557,2.82
C_676966,U_37603,2.82
C_682269,U_37603,2.73
C_677097,U_37620,3.0
C_676932,U_37638,3.0
C_707456,U_37651,3.0
C_697076,U_37656,2.88
C_682794,U_37656,2.79
C_681520,U_37660,2.82
C_883345,U_37666,3.0
C_676661,U_37666,2.34
C_697024,U_37666,2.28
C_696773,U_37666,2.16
C_681034,U_37666,1.95
C_707013,U_37666,1.8
C_677176,U_37666,1.44
C_682575,U_37666,1.23
C_677186,U_37666,1.0
C_943223,U_37666,1.0
C_682440,U_37666,1.0
C_936973,U_37666,1.0
C_927972,U_37666,1.0
C_908991,U_37666,1.0
C_696691,U_37666,1.0
C_947265,U_37666,1.0
C_676651,U_37757,2.88
C_696554,U_37962,2.76
C_682637,U_38004,3.0
C_947794,U_38004,2.91
C_789278,U_38009,3.0
C_696951,U_38042,2.88
C_788547,U_38042,2.85
C_680790,U_38110,2.94
C_866756,U_38112,2.97
C_747047,U_38112,2.25
C_735342,U_38112,1.74
C_681663,U_38112,1.47
C_1412527,U_38112,1.41
C_674903,U_38112,1.35
C_1903985,U_38112,1.32
C_682554,U_38112,1.0
C_680823,U_38123,3.0
C_680738,U_38194,2.94
C_697068,U_38225,3.0
C_677031,U_38258,2.85
C_696724,U_38258,2.64
C_707032,U_38258,2.61
C_676649,U_38258,2.58
C_707037,U_38258,2.46
C_694143,U_38258,2.43
C_770784,U_38258,2.07
C_697395,U_38258,2.04
C_883345,U_38280,2.94
C_696724,U_38356,2.94
C_682466,U_38356,2.76
C_681678,U_38375,2.79
C_696840,U_38376,3.0
C_677218,U_38390,3.0
C_948419,U_38390,2.82
C_746985,U_38395,2.91
C_677159,U_38395,2.82
C_697236,U_38424,3.0
C_866756,U_38425,3.0
C_682183,U_38458,2.97
C_735214,U_38500,3.0
C_707456,U_38500,2.97
C_927972,U_38595,2.94
C_943250,U_38627,3.0
C_681400,U_38627,2.67
C_1903983,U_38627,2.01
C_697405,U_38727,3.0
C_948403,U_39038,2.97
C_707373,U_39042,2.79
C_680933,U_39122,2.97
C_680933,U_39190,2.94
C_696911,U_39190,2.91
C_1756073,U_39190,2.73
C_696746,U_39190,2.58
C_696673,U_39289,2.94
C_696700,U_39306,2.61
C_696679,U_39306,2.55
C_677097,U_39308,3.0
C_786631,U_39319,3.0
C_707093,U_39841,2.85
C_680759,U_39887,2.7
C_696854,U_39974,2.88
C_676651,U_40040,2.97
C_737512,U_40049,2.97
C_680985,U_40049,2.76
C_697112,U_40049,2.73
C_759048,U_40053,2.97
C_677047,U_1626,1.89
C_696927,U_4117,2.67
C_789833,U_11904,2.91
C_680998,U_13771,1.59
C_681730,U_21726,1.0
C_676683,U_22632,1.0
C_707037,U_24067,2.46
C_697100,U_26046,2.91
C_696700,U_31270,2.79
C_696922,U_32418,2.85
C_956130,U_33996,1.0
C_810834,U_34976,3.0
C_696682,U_35281,2.94
C_1412527,U_35413,1.62
C_1736850,U_40256,2.88
C_1732839,U_40256,2.67
C_911173,U_40256,2.61
C_707038,U_24,2.88
C_696994,U_24,2.82
C_682485,U_24,2.58
C_681655,U_24,2.55
C_677038,U_24,2.37
C_1756063,U_24,2.22
C_682442,U_54,3.0
C_875624,U_69,2.79
C_696994,U_105,2.76
C_943255,U_112,2.76
C_677030,U_112,2.55
C_696597,U_112,2.4
C_1794464,U_112,2.1
C_845950,U_112,1.98
C_697076,U_112,1.8
C_2203228,U_123,2.94
C_682443,U_146,2.91
C_677010,U_152,2.97
C_694136,U_152,2.94
C_707089,U_159,2.97
C_948410,U_172,3.0
C_735389,U_172,2.67
C_1924175,U_172,2.61
C_707096,U_185,2.97
C_1434547,U_189,2.79
C_2342532,U_189,2.46
C_629559,U_191,2.97
C_948415,U_191,2.67
C_949540,U_191,2.61
C_948414,U_191,2.52
C_948408,U_191,2.34
C_696994,U_191,2.31
C_696841,U_191,2.22
C_682618,U_191,2.13
C_1749554,U_191,1.86
C_922850,U_191,1.83
C_1756056,U_191,1.65
C_1755888,U_191,1.32
C_1750851,U_191,1.29
C_735157,U_192,3.0
C_696968,U_192,2.82
C_1918363,U_192,2.73
C_682193,U_193,3.0
C_1794464,U_197,2.94
C_808526,U_197,2.91
C_680759,U_198,2.85
C_735362,U_205,2.97
C_883345,U_217,2.97
C_697184,U_217,2.91
C_696679,U_219,3.0
C_697293,U_219,2.97
C_677010,U_260,2.94
C_746997,U_260,2.88
C_682345,U_274,2.94
C_696554,U_299,2.97
C_680745,U_382,3.0
C_911168,U_382,2.94
C_681682,U_514,2.79
C_696922,U_567,2.91
C_873864,U_576,3.0
C_696942,U_576,2.97
C_707037,U_591,3.0
C_681045,U_670,2.73
C_694136,U_783,2.97
C_680740,U_796,2.79
C_697149,U_804,3.0
C_680805,U_817,2.97
C_1428968,U_817,2.82
C_629559,U_817,2.52
C_680745,U_895,2.97
C_629559,U_974,3.0
C_676676,U_974,2.64
C_629559,U_981,2.91
C_770784,U_981,2.85
C_674953,U_1052,2.97
C_756646,U_1052,2.88
C_696606,U_1052,2.79
C_1755924,U_1052,1.95
C_1828104,U_1052,1.71
C_1776761,U_1052,1.11
C_1794464,U_1061,2.97
C_676995,U_1064,2.85
C_682228,U_1070,2.91
C_936987,U_1071,2.79
C_677157,U_1165,2.58
C_697821,U_1184,3.0
C_707031,U_1193,2.91
C_676932,U_1193,2.82
C_676820,U_1193,2.76
C_697068,U_1195,2.97
C_857823,U_1206,2.91
C_854832,U_1216,2.97
C_682551,U_1257,2.97
C_676897,U_1257,2.91
C_1760323,U_1276,2.88
C_898310,U_1290,3.0
C_1806527,U_1294,3.0
C_682222,U_1355,2.97
C_688398,U_1359,2.76
C_707096,U_1361,2.94
C_680774,U_1361,2.76
C_707081,U_1361,2.52
C_854866,U_1418,2.88
C_680919,U_1418,2.76
C_1794464,U_1418,2.73
C_697149,U_1446,2.97
C_840084,U_1472,2.97
C_680719,U_1472,2.94
C_696740,U_1481,2.91
C_696679,U_1481,2.85
C_682360,U_1481,2.55
C_697208,U_1528,3.0
C_797938,U_1528,2.97
C_696855,U_1539,3.0
C_676635,U_1542,3.0
C_677070,U_1547,3.0
C_676913,U_1547,2.79
C_696911,U_1547,2.64
C_676676,U_1547,2.61
C_680910,U_1551,2.88
C_735362,U_1583,2.97
C_770738,U_1593,2.97
C_696724,U_1596,3.0
C_677249,U_1606,2.97
C_697791,U_1613,2.97
C_947241,U_1626,2.85
C_784387,U_1626,2.82
C_854839,U_1626,2.7
C_747696,U_1626,2.52
C_697766,U_1626,2.49
C_696955,U_1626,1.83
C_735046,U_1684,2.97
C_629559,U_1684,2.76
C_696928,U_1684,2.73
C_1748240,U_1735,2.85
C_697034,U_1748,3.0
C_854855,U_1758,2.94
C_948423,U_1758,2.04
C_1806527,U_1758,1.98
C_680879,U_1758,1.86
C_680998,U_1758,1.56
C_837690,U_1819,2.82
C_696679,U_1819,2.76
C_735210,U_1819,2.67
C_883345,U_1826,2.82
C_854843,U_1826,2.64
C_854866,U_1826,2.61
C_677020,U_1826,2.58
C_682345,U_1826,2.43
C_854868,U_1826,2.31
C_680803,U_1826,2.28
C_770738,U_1826,1.83
C_770738,U_1929,3.0
C_887148,U_1949,3.0
C_1756060,U_2009,2.91
C_677243,U_2035,2.97
C_948410,U_2045,2.97
C_676932,U_2059,2.82
C_926175,U_2059,2.61
C_696682,U_2060,2.91
C_697825,U_2123,2.94
C_943250,U_2155,2.91
C_948101,U_2157,2.88
C_948410,U_2300,3.0
C_677249,U_2300,2.82
C_682183,U_2325,2.1
C_927975,U_2325,2.07
C_680803,U_2325,1.95
C_681414,U_2325,1.89
C_759048,U_2325,1.77
C_948410,U_2369,2.73
C_676681,U_2369,2.7
C_1794464,U_2434,3.0
C_1748240,U_2444,2.97
C_696992,U_2452,2.88
C_677014,U_2452,2.82
C_674937,U_2452,2.76
C_948269,U_2452,2.7
C_1764846,U_2452,2.37
C_682683,U_2487,2.94
C_696922,U_2617,2.82
C_697236,U_2730,2.79
C_697130,U_2748,3.0
C_873864,U_2748,2.94
C_696679,U_2808,3.0
C_879040,U_2815,3.0
C_677049,U_2834,2.97
C_916828,U_2980,2.85
C_676932,U_2980,2.55
C_694136,U_2980,2.28
C_1903985,U_3024,3.0
C_696700,U_3084,2.97
C_697121,U_3112,2.91
C_879111,U_3112,2.52
C_735351,U_3112,2.43
C_696994,U_3112,2.4
C_1761372,U_3112,2.16
C_1755846,U_3112,1.98
C_1778560,U_3112,1.95
C_676658,U_3112,1.86
C_696679,U_3112,1.83
C_682754,U_3112,1.0
C_680915,U_3112,1.0
C_676940,U_3167,2.85
C_866764,U_3169,2.7
C_697026,U_3179,2.97
C_845947,U_3179,2.91
C_1646044,U_3212,2.76
C_2229905,U_3212,2.64
C_943250,U_3213,2.97
C_697096,U_3213,2.88
C_676683,U_3217,3.0
C_943267,U_3217,2.94
C_682586,U_3217,2.64
C_676820,U_3217,2.58
C_696700,U_3403,2.85
C_697236,U_3403,2.67
C_697039,U_3403,2.61
C_682239,U_3403,2.19
C_1811839,U_3403,1.83
C_697035,U_3403,1.44
C_707031,U_3403,1.35
C_696908,U_3428,2.58
C_696908,U_3446,2.94
C_676683,U_3446,2.82
C_697032,U_3446,1.86
C_735405,U_3446,1.8
C_696720,U_3446,1.71
C_697117,U_3450,2.97
C_707127,U_3479,3.0
C_697188,U_3480,3.0
C_682704,U_3508,2.97
C_947167,U_3509,2.22
C_696555,U_3509,1.74
C_681679,U_3509,1.71
C_735157,U_3603,2.97
C_759048,U_3603,2.94
C_697374,U_3607,2.88
C_697285,U_3652,2.88
C_735116,U_3652,2.82
C_1903965,U_3715,2.76
C_696554,U_3717,2.82
C_948432,U_3717,2.61
C_1940647,U_3717,2.58
C_677020,U_3744,2.97
C_682443,U_3755,3.0
C_677159,U_3793,2.97
C_734011,U_3836,2.94
C_948153,U_3850,2.94
C_676932,U_3850,2.91
C_697188,U_3866,2.85
C_697130,U_3866,2.76
C_707037,U_3866,2.67
C_697165,U_3866,2.58
C_1761372,U_4043,2.82
C_676902,U_4117,2.88
C_677249,U_4117,2.55
C_916828,U_4117,2.49
C_911165,U_4232,3.0
C_879040,U_4232,2.94
C_735342,U_4232,2.88
C_680817,U_4235,2.7
C_707119,U_4243,2.76
C_676902,U_4243,2.64
C_677087,U_4243,2.58
C_682324,U_4243,2.55
C_696946,U_4243,2.49
C_696994,U_4367,2.88
C_756747,U_4367,2.7
C_680989,U_4367,2.61
C_677146,U_4381,2.91
C_1552662,U_4381,2.76
C_676635,U_4381,2.61
C_696884,U_4381,2.58
C_879040,U_4430,3.0
C_685689,U_4486,3.0
C_682480,U_4528,2.97
C_696679,U_4528,2.94
C_1755924,U_4528,2.91
C_1428968,U_4566,2.94
C_681100,U_4675,3.0
C_682314,U_4728,2.73
C_1883679,U_4728,2.61
C_697208,U_4790,2.91
C_734035,U_4792,2.94
C_696628,U_4831,2.97
C_936971,U_4831,2.88
C_866182,U_4847,3.0
C_697108,U_4847,2.97
C_681032,U_4847,2.61
C_682749,U_4898,2.52
C_696626,U_4908,2.34
C_697748,U_4908,2.19
C_680754,U_4908,1.65
C_696685,U_4973,2.82
C_696968,U_4973,2.67
C_676676,U_4992,2.94
C_681532,U_4992,2.73
C_697005,U_4992,2.46
C_682458,U_4995,2.91
C_697405,U_4995,2.79
C_781494,U_5049,2.85
C_707096,U_5065,2.97
C_677249,U_5065,2.91
C_677093,U_5065,2.79
C_707038,U_5083,2.97
C_680788,U_5176,2.82
C_696994,U_5187,2.97
C_707031,U_5213,2.97
C_760442,U_5213,2.94
C_677097,U_5213,2.91
C_948395,U_5213,2.76
C_936973,U_5213,2.43
C_674903,U_5213,2.34
C_696992,U_5213,2.28
C_697075,U_5221,2.94
C_696724,U_5257,2.88
C_955163,U_5266,2.97
C_674955,U_5324,2.97
C_948417,U_5324,2.91
C_682702,U_5383,3.0
C_948289,U_5383,2.61
C_948136,U_5383,2.58
C_697405,U_5383,2.46
C_674920,U_5400,2.88
C_674903,U_5408,2.97
C_677049,U_5431,2.94
C_676683,U_5431,2.88
C_697791,U_5435,2.97
C_676937,U_5435,2.91
C_674971,U_5451,3.0
C_948092,U_5686,2.82
C_682314,U_5720,2.91
C_893812,U_5792,2.97
C_948095,U_5930,2.73
C_707127,U_5973,2.94
C_682313,U_5973,2.7
C_682324,U_5973,2.64
C_948409,U_5973,2.55
C_680738,U_5973,2.4
C_696927,U_5973,2.31
C_697069,U_6064,3.0
C_697791,U_6097,2.94
C_697039,U_6097,2.91
C_677014,U_6120,2.28
C_682415,U_6120,2.13
C_707127,U_6137,2.91
C_696994,U_6147,2.97
C_677047,U_6187,2.97
C_696808,U_6214,2.79
C_696812,U_6343,2.94
C_676932,U_6355,2.91
C_681488,U_6453,2.97
C_680817,U_6463,2.94
C_696700,U_6480,2.97
C_735214,U_6543,2.97
C_1767576,U_6589,2.91
C_696700,U_6615,3.0
C_680770,U_6668,2.97
C_697429,U_6799,2.82
C_680738,U_6806,2.91
C_694136,U_6806,2.88
C_830568,U_6806,2.7
C_1903985,U_6806,2.16
C_677038,U_6825,3.0
C_697236,U_6883,2.88
C_707093,U_6948,2.97
C_697791,U_6948,2.94
C_682336,U_6948,2.85
C_677133,U_6948,2.7
C_697293,U_6980,2.82
C_696787,U_7004,2.97
C_694168,U_7010,3.0
C_948389,U_7010,2.88
C_1794464,U_7011,2.97
C_676661,U_7056,2.97
C_674924,U_7056,2.88
C_801420,U_7099,3.0
C_676683,U_7099,2.97
C_674959,U_7256,2.97
C_696700,U_7277,2.82
C_948435,U_7277,2.19
C_948078,U_7277,2.13
C_907949,U_7277,1.86
C_890220,U_7277,1.83
C_682360,U_7277,1.32
C_696911,U_7335,3.0
C_677020,U_7382,2.94
C_681094,U_7434,2.97
C_677159,U_7542,2.94
C_696991,U_7542,2.85
C_677129,U_7542,2.82
C_697236,U_7542,2.73
C_696973,U_7542,2.7
C_697005,U_7542,2.64
C_697068,U_7650,2.97
C_677010,U_7650,2.7
C_696886,U_7650,2.61
C_682586,U_7650,2.31
C_854866,U_7650,2.28
C_697032,U_7650,2.07
C_697038,U_7650,2.01
C_747696,U_7650,1.98
C_948468,U_7650,1.41
C_823326,U_7650,1.26
C_955163,U_7650,1.23
C_1645365,U_7716,2.79
C_682683,U_7759,3.0
C_697401,U_7784,2.97
C_681076,U_7808,2.91
C_681255,U_7809,2.91
C_735351,U_7861,3.0
C_883345,U_7908,3.0
C_677218,U_7908,2.97
C_697076,U_7943,3.0
C_677038,U_7947,2.94
C_697045,U_7956,2.97
C_955163,U_7957,3.0
C_883372,U_7957,2.91
C_694136,U_7957,2.7
C_682379,U_7957,2.61
C_697087,U_7957,2.49
C_887148,U_8007,2.97
C_680777,U_8014,2.97
C_682345,U_8014,2.85
C_682589,U_8014,2.79
C_682527,U_8019,2.88
C_677010,U_8019,2.64
C_681007,U_8019,2.19
C_697026,U_8209,3.0
C_754897,U_8220,2.67
C_776850,U_8220,2.58
C_676685,U_8220,2.22
C_735351,U_8220,2.13
C_707119,U_8220,1.98
C_696994,U_8396,2.97
C_756736,U_8396,2.94
C_680879,U_8401,2.97
C_916841,U_8401,2.64
C_907965,U_8429,2.97
C_681615,U_8429,2.88
C_1811832,U_8465,2.94
C_936913,U_8551,3.0
C_682374,U_8635,2.97
C_697265,U_8659,2.88
C_707031,U_8659,2.82
C_682183,U_8702,2.97
C_681255,U_8705,2.88
C_697045,U_8705,2.85
C_799800,U_8722,2.94
C_948408,U_8791,3.0
C_707081,U_8818,2.67
C_682443,U_8846,2.88
C_697068,U_8846,2.76
C_696732,U_9006,3.0
C_707077,U_9006,2.79
C_883345,U_9006,2.7
C_674920,U_9006,2.16
C_1883679,U_9007,2.97
C_681453,U_9036,2.73
C_707096,U_9042,2.97
C_694149,U_9105,3.0
C_1738959,U_9401,2.97
C_949540,U_9418,2.97
C_696554,U_9523,3.0
C_696994,U_9555,3.0
C_697006,U_9555,2.88
C_680821,U_9555,2.82
C_746997,U_9561,3.0
C_677010,U_9561,2.91
C_676673,U_9682,2.94
C_697306,U_9711,2.97
C_707032,U_9719,2.97
C_696892,U_9719,2.85
C_676646,U_9719,2.76
C_677136,U_9719,2.61
C_681636,U_9719,2.52
C_707093,U_9735,3.0
C_879040,U_9745,3.0
C_735405,U_9752,2.94
C_682356,U_9752,2.91
C_676646,U_9752,2.82
C_680757,U_9829,2.97
C_676673,U_9832,3.0
C_696918,U_9900,3.0
C_866164,U_9900,2.97
C_934522,U_9942,3.0
C_681373,U_9967,2.43
C_735351,U_9978,3.0
C_676683,U_9978,2.97
C_676932,U_9978,2.94
C_696922,U_9980,3.0
C_735064,U_10044,2.97
C_697034,U_10257,2.97
C_854866,U_10260,3.0
C_697149,U_10260,2.73
C_681761,U_10260,2.67
C_676953,U_10260,2.64
C_682309,U_10269,2.97
C_697075,U_10309,2.97
C_697166,U_10309,2.7
C_680759,U_10309,2.61
C_696724,U_10312,2.94
C_707127,U_10323,3.0
C_735351,U_10323,2.94
C_681519,U_10332,3.0
C_883372,U_10357,2.91
C_697797,U_10364,2.88
C_898349,U_10368,2.49
C_677146,U_10377,2.97
C_799783,U_10525,2.76
C_697381,U_10537,3.0
C_1741536,U_10537,2.88
C_890125,U_10577,2.88
C_696789,U_10669,3.0
C_1755948,U_10669,2.73
C_697422,U_10669,2.61
C_629559,U_10682,3.0
C_677076,U_10682,2.91
C_837735,U_10682,2.73
C_681045,U_10682,2.67
C_681005,U_10830,2.97
C_697149,U_10967,2.88
C_854871,U_11024,2.79
C_934532,U_11071,2.88
C_697064,U_11071,2.85
C_681439,U_11076,2.97
C_697293,U_11090,2.91
C_879040,U_11101,2.97
C_696614,U_11128,3.0
C_676937,U_11170,2.88
C_680817,U_11194,3.0
C_879040,U_11203,3.0
C_735405,U_11203,2.94
C_948431,U_11203,2.76
C_696700,U_11377,3.0
C_734011,U_11406,3.0
C_784172,U_11667,2.88
C_696942,U_11667,2.58
C_697802,U_11731,2.61
C_680753,U_11731,2.52
C_749769,U_11731,2.4
C_680732,U_11731,2.34
C_677070,U_11731,1.71
C_800360,U_11731,1.35
C_756594,U_11731,1.0
C_808654,U_11731,1.0
C_681711,U_11731,1.0
C_819285,U_11731,1.0
C_680987,U_11731,1.0
C_681088,U_11731,1.0
C_677164,U_11731,1.0
C_799796,U_11731,1.0
C_682190,U_11731,1.0
C_694162,U_11731,1.0
C_696863,U_11731,1.0
C_674912,U_11731,1.0
C_749807,U_11731,1.0
C_682515,U_11731,1.0
C_879054,U_11731,1.0
C_682147,U_11731,1.0
C_747064,U_11731,1.0
C_854866,U_11731,1.0
C_682314,U_11731,1.0
C_735351,U_11731,1.0
C_680970,U_11731,1.0
C_697149,U_11731,1.0
C_854855,U_11731,1.0
C_629559,U_11731,1.0
C_697423,U_11731,1.0
C_682373,U_11731,1.0
C_707096,U_11731,1.0
C_735362,U_11731,1.0
C_922867,U_11731,1.0
C_734035,U_11731,1.0
C_681362,U_11731,1.0
C_735378,U_11731,1.0
C_682602,U_11731,1.0
C_682374,U_11731,1.0
C_674968,U_11731,1.0
C_786631,U_11731,1.0
C_681432,U_11731,1.0
C_682387,U_11731,1.0
C_882596,U_11731,1.0
C_947257,U_11731,1.0
C_947240,U_11731,1.0
C_948080,U_11731,1.0
C_907961,U_11731,1.0
C_936971,U_11731,1.0
C_696942,U_11731,1.0
C_1410371,U_11731,1.0
C_948289,U_11731,1.0
C_948116,U_11731,1.0
C_943250,U_11731,1.0
C_682458,U_11731,1.0
C_1410117,U_11731,1.0
C_1683791,U_11731,1.0
C_1686679,U_11731,1.0
C_697427,U_11731,1.0
C_696773,U_11731,1.0
C_680897,U_11731,1.0
C_825821,U_11731,1.0
C_947164,U_11731,1.0
C_936997,U_11731,1.0
