course_id,course_name,old_category,new_category,reason
C_707125,CS精英挑战营,未标注,工学,design_context_engineering:结构|程序|计算机
C_707126,综合英语,未标注,文学,keywords:语言|英语|国文
C_707127,心理统计,未标注,教育学,keywords:教育|心理|考试
C_707358,传感器应用技术,未标注,工学,override:传感器
C_707360,无定河畔的家书记忆,未标注,历史学,keywords:历史
C_707363,现代教育技术,未标注,教育学,keywords:教育|教学
C_707366,企业经营模拟,未标注,管理学,keywords:管理|财务|营销|人力资源|企业
C_707373,日本文化概论,未标注,管理学,keywords:企业
C_707381,计算机网络 Computer Networks,未标注,工学,keywords:计算机|网络|电子
C_707456,数据库技术与程序设计,未标注,工学,override:程序设计
C_734019,工程图学,未标注,工学,override:工程图学
C_734021,财务分析（双语课）,未标注,管理学,keywords:财务|企业
C_734023,计算思维导论,未标注,教育学,keywords:教育
C_734032,商科微学位-体验班,未标注,管理学,keywords:财务|企业|领导力
C_734035,5G与人工智能,未标注,工学,keywords:人工智能|5G
C_734037,宪法学,未标注,法学,keywords:法律|法学|宪法
C_734041,学术英语读写与交流 ,未标注,文学,keywords:英语|写作
C_734049,生物大数据,未标注,工学,keywords:大数据
C_734050,内脏学,未标注,医学,keywords:生殖
C_734053,电路与电子技术,未标注,工学,override:电路
C_734059,思想道德修养与法律基础,未标注,军事学,same_name:军队政治工作学
C_734067,《水木闻道》第一季-清画未来,未标注,教育学,fallback:generic_course
C_734068,新媒体与社会治理,未标注,文学,keywords:媒体
C_735031,高等数学,未标注,理学,keywords:数学|微积分|高等数学
C_735033,医学微生物学,未标注,医学,keywords:医学|病原|传染病|疾病|诊断
C_735042,网页设计与地图应用,未标注,工学,design_context_engineering:网络
C_735049,程序设计基础,未标注,工学,override:程序设计
C_735051,运动生理学,未标注,医学,keywords:生理
C_735053,燃烧学,未标注,理学,keywords:数学
C_735054,大学生心理健康教育,未标注,教育学,keywords:教育|心理
C_735056,海商法,未标注,法学,keywords:法学
C_735064,影视动画剧本创作,未标注,艺术学,keywords:影视|动画
C_735081,进出口业务,未标注,教育学,fallback:generic_course
C_735086,思想道德修养与法律基础,未标注,军事学,same_name:军队政治工作学
C_735085,民族声乐进阶密码——石春轩子教学示范课堂,未标注,教育学,keywords:教学
C_735089,风景园林设计与品读,未标注,农学,override:风景园林
C_735093,结构化学,未标注,理学,keywords:化学
C_735094,诺言——成为自己，是任何课之前的必修课,未标注,教育学,fallback:generic_course
C_735102,微软人工智能 – 数据分析平台,未标注,工学,keywords:Web|算法|人工智能|机器学习|大数据
C_735097,Web安全实践,未标注,工学,keywords:Web|操作系统
C_735099,能源学术英语,未标注,工学,keywords:道路|能源
C_735107,微软人工智能 – 深度学习框架和工具,未标注,工学,keywords:网络|人工智能|深度学习
C_735110,微软人工智能 – 服务和API,未标注,工学,keywords:程序|算法|人工智能|机器学习
C_735111,道德与利益,未标注,教育学,fallback:generic_course
C_735112,微软亚洲研究院人工智能前沿系列讲座,未标注,工学,keywords:计算机|算法|人工智能|机器学习|大数据
C_735116,微软人工智能概览,未标注,工学,keywords:人工智能|深度学习
C_735115,市场营销学,未标注,管理学,override:营销
C_735118,国际贸易学,未标注,经济学,keywords:贸易
C_735120,AWS人工智能系列课程（进阶课程）,未标注,工学,override:AWS
C_735123,信号与线性系统,未标注,工学,keywords:计算机|软件
C_735129,电动力学（上）,未标注,理学,keywords:物理|力学
C_735131,海上丝绸之路,未标注,军事学,keywords:战略
C_735130,大学计算机基础与应用,未标注,工学,override:大学计算机
C_735138,马克思主义基本原理（1）,未标注,法学,keywords:马克思主义
C_735143,军事理论,未标注,军事学,same_name:军事思想及军事历史
C_735146,药事管理学,未标注,管理学,keywords:管理
C_735149,大学法语,未标注,教育学,keywords:教学
C_735156,漫画说营销,未标注,管理学,override:营销
C_735153,微观经济学,未标注,经济学,keywords:经济学|经济|微观
C_735168,工程材料基础,未标注,工学,keywords:材料|能源
C_735175,现代图像分析,未标注,工学,keywords:计算机|机器学习
C_735186,单片机原理及应用,未标注,工学,same_name:计算机科学与技术
C_735183,工程制图,未标注,工学,same_name:机械工程
C_735194,暖通空调,未标注,工学,design_context_engineering:系统|工程|建筑
C_735200,人体解剖学,未标注,医学,keywords:医学|解剖
C_735197,机械设计基础,未标注,工学,override:机械设计
C_735214,互联网创新与创业,未标注,管理学,override:创业
C_735226,跨文化交际,未标注,文学,keywords:英语|国文
C_735241,公司金融学,未标注,经济学,keywords:金融|投资
C_735239,小白学人工智能,未标注,工学,keywords:网络|人工智能
C_735243,计量经济学,未标注,经济学,keywords:经济学|经济|计量经济
C_735242,机械制图,未标注,工学,keywords:计算机|电子|机械|材料
C_735244,日语与日本文化进阶,未标注,教育学,fallback:generic_course
C_735251,新闻摄影,未标注,文学,keywords:新闻
C_735253,建筑工程施工,未标注,工学,keywords:建筑
C_735259,毛泽东思想和中国特色社会主义理论体系概论,未标注,军事学,same_name:军队政治工作学
C_735261,安卓手机软件拼图式开发App   Inventor,未标注,工学,keywords:程序|软件
C_735267,工程项目管理与实务,未标注,管理学,keywords:管理|项目管理
C_735269,飞机飞行动力学,未标注,工学,keywords:控制|飞行
C_735273,计量经济学,未标注,经济学,keywords:经济学|经济|计量经济
C_735283,EXCEL高级应用,未标注,教育学,keywords:教学
C_735290,有机化学,未标注,理学,same_name:化学
C_735296,摄影基础,未标注,艺术学,keywords:摄影
C_735305,当代蒙古族题材文学作品诵读,未标注,文学,keywords:文学
C_735306,人体解剖生理学,未标注,医学,keywords:药学|治疗|生理|解剖|康复
C_735310,材料力学,未标注,工学,design_context_engineering:机械|工程|结构|材料|能源
C_735325,建筑施工技术,未标注,工学,keywords:建筑
C_735336,现代企业管理：理念、方法和工具,未标注,管理学,keywords:管理|企业
C_735338,中华茶艺呈现,未标注,文学,keywords:传播
C_735341,形势与政策,未标注,教育学,keywords:教育|教学
C_735343,中华文化通识教程,未标注,教育学,keywords:教学|慕课
C_735345,数学实验,未标注,理学,keywords:数学|科学计算
C_735348,环境类专业野外实习与实践,未标注,教育学,keywords:教师
C_735351,积极心理学（上）厚德载物篇,未标注,教育学,keywords:心理
C_735357,编译技术,未标注,工学,same_name:计算机科学与技术
C_735361,数学实验,未标注,理学,keywords:数学|微积分|线性代数|概率|统计
C_735371,商业银行经营管理学,未标注,管理学,keywords:管理
C_735377,通用学术英语（技能篇）,未标注,文学,keywords:语言|英语
C_735379,数据库概论,未标注,工学,keywords:数据库
C_735381,教育政策与法律,未标注,教育学,keywords:教育|教师|幼儿
C_735394,2017第四届全国虚拟仪器大赛赛前培训,未标注,工学,keywords:仪器|IC
C_735419,简明有机化学（先修课）,未标注,理学,keywords:化学
C_735431,工程制图基础,未标注,工学,keywords:自动化|工程制图
C_735436,技术经济学,未标注,经济学,keywords:经济学|经济|投资
C_735450,微观经济学(2018秋),未标注,经济学,keywords:经济学|经济|微观
C_737493,影视导演艺术,未标注,艺术学,keywords:艺术|电影|影视
C_737499,大学语文,未标注,文学,keywords:文学|语言|语文
C_737592,创业管理四季歌：艺术思维与技术行动,未标注,管理学,override:创业
C_746960,琴童家长必修课,未标注,教育学,keywords:教学|心理
C_747017,水处理工程,未标注,工学,override:水处理工程
C_747047,大学计算机——计算思维的视角,未标注,工学,override:大学计算机
C_747262,计算几何,未标注,理学,same_name:数学
C_747271,中国税制,未标注,经济学,keywords:财政|税收
C_747273,魔“方”作文——大学英文写作,未标注,文学,keywords:English|写作
C_747681,奇妙的动物世界,未标注,教育学,fallback:generic_course
C_747690,环境设计专业导论,未标注,工学,design_context_engineering:建筑
C_747696,口译与听力,未标注,教育学,fallback:generic_course
C_747718,政府会计,未标注,管理学,keywords:会计
C_679148,大学物理实验,未标注,理学,keywords:物理
C_749652,配送与配送中心,未标注,管理学,keywords:管理|物流
C_749756,设计艺术史,未标注,艺术学,design_context_art:艺术设计
C_749769,知识产权法律及实务,未标注,法学,keywords:法律|知识产权
C_749807,大学计算机基础,未标注,工学,override:大学计算机
C_679390,中国传统装饰,未标注,工学,design_context_engineering:系统
C_733993,房屋建筑学,未标注,工学,override:房屋建筑学
C_754897,楚国历史与文化,未标注,历史学,keywords:历史|考古
C_754135,人工智能与创业智慧,未标注,管理学,override:创业
C_756591,家具设计,未标注,艺术学,override:家具设计
C_756594,操作系统,未标注,工学,design_context_engineering:系统|程序|计算机
C_756631,通往设计艺术的思维桥梁,未标注,艺术学,keywords:艺术
C_756636,软件工程,未标注,工学,override:软件工程
C_756671,液晶显示技术,未标注,工学,keywords:材料
C_756690,国际贸易实务,未标注,经济学,keywords:贸易
C_756665,建设工程招投标与合同管理,未标注,管理学,keywords:管理
C_756717,神奇的材料世界,未标注,工学,keywords:材料
C_756736,新理念英语（English For You）（2019春）,未标注,文学,keywords:英语|English
C_756747,城市规划原理,未标注,管理学,keywords:管理
C_758183,大学化学Ⅰ,未标注,理学,keywords:化学
C_758190,职场“法”则,未标注,教育学,fallback:generic_course
C_758194,安全学原理,未标注,工学,keywords:控制
C_758198,职场通识英语视听说,未标注,文学,keywords:语言|英语|媒体
C_758201,陕北民歌解析与演唱,未标注,理学,keywords:地理
C_758204,西方哲学经典赏析,未标注,哲学,keywords:哲学
C_758207,土壤地理学,未标注,理学,keywords:地理
C_758208,语文·听说,未标注,文学,keywords:语言|汉语|语文
C_758221,食品化学,未标注,理学,keywords:物理|化学
C_758222,摄像技术,未标注,文学,keywords:语言|传播|媒体
C_758898,C程序设计案例教程（进阶）,未标注,工学,override:程序设计
C_758928,PHP程序设计,未标注,工学,override:程序设计
C_758961,会计信息系统（作废）,未标注,工学,design_context_engineering:系统|结构
C_758997,汽车保养作业标准与流程,未标注,工学,keywords:交通
C_759007,文献学概论,未标注,教育学,fallback:generic_course
C_763992,物流管理,未标注,管理学,override:物流
C_766037,现代物流作业方案设计与实施,未标注,管理学,override:物流
C_766175,悦调悦美-餐饮酒水知识,未标注,教育学,fallback:generic_course
C_769264,物理化学实验,未标注,理学,keywords:物理|化学
C_769301,医务专科医学概论,未标注,医学,keywords:医学|临床|疾病|急诊
C_770768,结构力学（3）,未标注,工学,design_context_engineering:结构|建筑
C_773953,焙烤食品加工技术,未标注,工学,override:焙烤食品加工
C_773985,化学概论,未标注,理学,keywords:化学
C_707083,大学计算机基础,未标注,工学,override:大学计算机
C_774889,女大学生个人提升与职业发展,未标注,管理学,keywords:管理
C_776850,二十四式太极拳,未标注,教育学,fallback:generic_course
C_777194,经济数学,未标注,理学,keywords:数学|微积分|线性代数|概率|统计
C_780629,Python语言程序设计,未标注,工学,override:程序设计
C_780686,用友ERP-U8 V10.1实战,未标注,教育学,keywords:教学
C_780844,电子政务,未标注,工学,keywords:电子
C_781471,Innovation and Creative Thinking （创新与创意思维）,未标注,教育学,fallback:generic_course
C_781494,通过实验学电路,未标注,工学,override:电路
C_781627,环境与可持续发展,未标注,医学,keywords:健康
C_782490,微积分（先修课）,未标注,理学,keywords:数学|微积分
C_784069,高等数学先修课,未标注,理学,keywords:数学|高等数学
C_784155,计算思维导论,未标注,工学,keywords:数据库|网络|数据挖掘
C_784161,管理沟通,未标注,管理学,keywords:管理|企业
C_784387,透视学,未标注,艺术学,design_context_art:艺术设计|美术
C_759048,走近核科学技术,未标注,军事学,keywords:武器
C_785161,容积式压缩机原理,未标注,工学,design_context_engineering:能源
C_786471,化工系统工程,未标注,工学,override:化工系统工程
C_786631,EDA技术与应用,未标注,工学,design_context_engineering:电子|电路
C_788547,单片机原理及应用,未标注,工学,same_name:计算机科学与技术
C_788565,五分钟轻松搞定职场礼仪,未标注,教育学,fallback:generic_course
C_789278,游戏分析与评测,未标注,教育学,keywords:人才培养
C_789961,Studio测试资源勿删   ,未标注,教育学,fallback:generic_course
C_791424,生理与遗传学基础,未标注,医学,keywords:生理
C_791738,水彩画,未标注,教育学,fallback:generic_course
C_791822,走进中国传统造物的审美世界,未标注,教育学,fallback:generic_course
C_793017,安保防卫与控制,未标注,工学,keywords:控制
C_797404,白酒品评与酒体设计,未标注,管理学,keywords:企业
C_797853,民法总则原理拓展,未标注,法学,keywords:法学|民法|司法
C_797919,舌尖上的微生物,未标注,教育学,fallback:generic_course
C_798690,东北亚安全局势,未标注,军事学,keywords:战略
C_799778,身边的物理化学,未标注,理学,keywords:物理|化学
C_799783,工程力学,未标注,理学,keywords:力学
C_799791,无机与分析化学,未标注,理学,keywords:化学
C_799931,人文数学,未标注,理学,keywords:数学
C_800267,机械原理,未标注,工学,design_context_engineering:机械
C_800360,文化人类学入门与导读,未标注,教育学,fallback:generic_course
C_800391,网店运营,未标注,管理学,keywords:管理|创业|运营
C_801446,公共危机治理,未标注,管理学,keywords:管理
C_808528,化学微观世界导论,未标注,理学,keywords:化学
C_808529,给水排水管道工程,未标注,工学,override:给水排水
C_808534,基础日语（一）,未标注,文学,keywords:语言
C_797938,娱乐产业运营系列讲座,未标注,管理学,keywords:运营
C_808654,计算机控制导论,未标注,工学,design_context_engineering:系统|工程|计算机
C_810349,网球运动学与练,未标注,军事学,keywords:战术
C_810834,高分子物理,未标注,理学,keywords:物理
C_813182,有机化学（双语）,未标注,理学,keywords:化学
C_813290,西语国家国情文化概况,未标注,经济学,keywords:经济
C_813262,机械制图与计算机绘图,未标注,工学,keywords:计算机|网络|机械
C_813434,汉字书写,未标注,教育学,fallback:generic_course
C_789833,新闻学基础：历史与理论,未标注,文学,keywords:新闻
C_813501,汽车是怎么造出来的,未标注,艺术学,keywords:动画
C_813497,环境毒理学,未标注,医学,keywords:健康
C_814381,石油地质基础,未标注,工学,keywords:能源|石油
C_814402,国际商务管理,未标注,管理学,keywords:管理|营销
C_680836,组织行为学——如何有效管理员工行为,未标注,管理学,keywords:管理|组织行为
C_817148,架空输电线路设计,未标注,工学,override:架空输电线路设计
C_813491,社交礼仪,未标注,艺术学,keywords:艺术
C_817691,新视野大学英语,未标注,文学,keywords:英语
C_819279,固体废物处理与处置,未标注,工学,keywords:环境工程
C_819285,太空生存,未标注,工学,keywords:航天
C_819290,毕业论文写作,未标注,文学,keywords:写作
C_819191,行政诉讼法,未标注,法学,keywords:诉讼
C_823300,大学计算机教程,未标注,工学,override:大学计算机
C_823302,工程燃烧学,未标注,理学,keywords:物理|力学|热力学|化学
C_823308,C程序设计案例教程（基础）,未标注,工学,override:程序设计
C_823309,供配电技术,未标注,工学,override:供配电技术
C_823315,渗流力学,未标注,理学,keywords:力学
C_823317,空调技术,未标注,医学,keywords:健康
C_823327,C语言程序设计基础,未标注,工学,override:程序设计
C_823326,软件开发实训--动态网站开发,未标注,工学,keywords:Java|Web|软件
C_766192,教师职业发展论,未标注,教育学,keywords:教师
C_697301,教师职业道德,未标注,教育学,keywords:教师
C_696960,教师信息技术应用能力提升,未标注,教育学,keywords:教师
C_825821,跆拳道,未标注,教育学,fallback:generic_course
C_825822,现代遥感技术基础,未标注,工学,override:现代遥感
C_825824,机械设计,未标注,工学,override:机械设计
C_825832,2019年研究生学术与职业素养讲座,未标注,教育学,fallback:generic_course
C_837228,C语言程序设计,未标注,工学,override:程序设计
C_837690,低频电子线路,未标注,工学,keywords:电子|电路
C_837708,东南亚南亚商务,未标注,管理学,keywords:管理
C_837746,铸钢件铸造技术,未标注,工学,keywords:机械|建筑|材料|航空|航天
C_837980,大学英语（一）,未标注,文学,keywords:语言|英语
C_837985,马克思主义基本原理概论,未标注,法学,same_name:政治学
C_837991,对外汉语课堂教学设计,未标注,教育学,override:教学设计
C_840084,讲中国教育故事  悟中华教育智慧,未标注,教育学,keywords:教育
C_840087,日语概论,未标注,文学,keywords:语言
C_840089,工程热力学,未标注,理学,keywords:力学|热力学
C_697035,信息素养与终身学习,未标注,教育学,fallback:generic_course
C_842836,化学反应工程,未标注,理学,keywords:化学
C_845673,信息技术与课程整合,未标注,教育学,keywords:教育|教学
C_845674,经济学视角看城市,未标注,经济学,keywords:经济学|经济
C_845947,毛泽东思想和中国特色社会主义理论体系概论,未标注,军事学,same_name:军队政治工作学
C_845950,高等数学,未标注,理学,keywords:数学|高等数学
C_851358,沟通理论与技巧,未标注,教育学,fallback:generic_course
C_851364,轮滑基础教程,未标注,教育学,fallback:generic_course
C_854839,微观经济学,未标注,经济学,keywords:经济学|经济|微观
C_854854,水力学,未标注,工学,same_name:水利工程
C_854868,法学高级入门,未标注,法学,keywords:法学
C_854871,VC++面向对象与可视化程序设计（上）：Windows编程基础,未标注,工学,override:程序设计
C_854898,Numerical Analysis,未标注,工学,keywords:IC
C_854901,设计思维,未标注,艺术学,override:设计思维
C_854902,产业生态学 Industrial ecology,未标注,教育学,fallback:generic_course
C_854870,VC++面向对象与可视化程序设计（下）：MFC编程基础,未标注,工学,override:程序设计
C_854855,教育学导引,未标注,教育学,keywords:教育
C_855431,Introduction to Quantitative Investing,未标注,教育学,fallback:generic_course
C_857823,宏观经济学,未标注,经济学,keywords:经济学|经济|宏观
C_857825,市场营销：网络时代的超越竞争,未标注,管理学,override:营销
C_854667,会计信息系统,未标注,工学,design_context_engineering:系统|结构
C_859519,汽车发动机构造,未标注,教育学,fallback:generic_course
C_859557,建设工程招投标与合同管理,未标注,管理学,keywords:管理
C_862963,数字电路与逻辑设计实验,未标注,工学,override:电路
C_865842,Java程序设计基础,未标注,工学,override:程序设计
C_866151,推销与谈判,未标注,管理学,keywords:管理|营销|电子商务|企业
C_866164,建筑冷热源,未标注,工学,keywords:建筑|泵
C_866175,电工电子技术,未标注,工学,same_name:电子科学与技术
C_866182,中学美术教学设计,未标注,教育学,override:教学设计
C_866764,思想道德修养与法律基础,未标注,军事学,same_name:军队政治工作学
C_866770,计算机程序设计基础（先修课）,未标注,工学,override:程序设计
C_873858,固体物理导论,未标注,工学,keywords:电子|电路|材料|集成电路
C_873860,化工原理,未标注,工学,keywords:化工
C_873864,实用日语会话（Practical Japanese Conversation）,未标注,工学,keywords:IC
C_875624,时尚与可持续发展——了解瞬息万变的奢侈品行业,未标注,艺术学,design_context_art:时装
C_876689,压铸工艺及模具设计,未标注,工学,override:模具设计
C_876705,探秘《说文解字》中的古代文化,未标注,理学,keywords:天文
C_876706,建筑施工技术,未标注,工学,keywords:控制|建筑
C_876708,管理沟通实务,未标注,管理学,keywords:管理
C_876710,一元微积分,未标注,理学,keywords:数学|微积分
C_876711,多元微积分,未标注,理学,keywords:数学|微积分
C_876712,材料成形技术基础,未标注,工学,keywords:材料|塑料
C_879040,经济学原理（宏观部分）,未标注,经济学,keywords:经济学|经济|宏观
C_879045,中外比较文学研究专题,未标注,文学,keywords:文学|国文
C_879050,机械制造工程训练,未标注,工学,keywords:机械|材料
C_879054,明·园境赏析：明代11佳园,未标注,教育学,fallback:generic_course
C_879069,电力系统分析,未标注,工学,keywords:自动化|能源
C_879073,10分钟学民法,未标注,法学,keywords:民法
C_879074,基础会计,未标注,管理学,keywords:管理|会计|财务
C_879093,广告不疯狂——中外优秀广告赏析,未标注,文学,keywords:传播|广告
C_879104,基础工程学,未标注,工学,override:基础工程学
C_881112,企业管理,未标注,管理学,keywords:管理|营销|电子商务|企业|领导力
C_881424,2014年清华大学研究生学位论文答辩（一）,未标注,教育学,fallback:generic_course
C_881436,2015年清华大学研究生学位论文答辩（一）,未标注,教育学,fallback:generic_course
C_881453,2015年清华大学研究生学位论文答辩（二）,未标注,教育学,fallback:generic_course
C_881456,2016年清华大学研究生学位论文答辩（一）,未标注,教育学,fallback:generic_course
C_881462,2016年清华大学研究生学位论文答辩（二）,未标注,教育学,fallback:generic_course
C_881478,2017年清华大学研究生学位论文答辩（一）,未标注,教育学,fallback:generic_course
C_881480,2017年清华大学研究生学位论文答辩（二）,未标注,教育学,fallback:generic_course
C_881485,行云流水——工科的中文写作,未标注,文学,keywords:写作|传播
C_881704,自动控制原理,未标注,工学,keywords:控制
C_882596,大学物理实验,未标注,理学,keywords:物理
C_883229,数字电子技术,未标注,工学,keywords:计算机|通信|电子|控制
C_887098,大美川剧,未标注,艺术学,keywords:音乐|服装
C_887099,税费计算与申报,未标注,经济学,keywords:税收
C_887101,市场调研与数据分析,未标注,管理学,keywords:营销|企业
C_887144,机械原理,未标注,工学,design_context_engineering:机械|结构
C_890125,体育统计学与SPSS案例解析,未标注,理学,keywords:统计
C_890220,内科学-心血管疾病,未标注,医学,keywords:医学|临床|疾病|医学生
C_890259,企业战略管理,未标注,管理学,keywords:管理|企业
C_890276,2014年清华大学研究生学位论文答辩（二）,未标注,教育学,fallback:generic_course
C_893222,逻辑学,未标注,哲学,keywords:逻辑学
C_893818,农村电商新媒体营销,未标注,管理学,override:营销
C_893822,康复护理学,未标注,医学,keywords:临床|护理|疾病|康复
C_681731,金融科技与量化分析,未标注,经济学,keywords:金融
C_894541,经济学,未标注,经济学,keywords:经济学|经济
C_898276,反应器操作与控制,未标注,工学,keywords:控制|化工
C_898292,高职体育与健康,未标注,医学,keywords:健康
C_898298,常用法律案例分析,未标注,法学,keywords:法律
C_898310,物联网工程导论,未标注,工学,keywords:物联网
C_898312,环境监测,未标注,工学,override:环境监测
C_898322,国际贸易实务,未标注,经济学,keywords:金融|贸易|保险
C_898349,计算机程序设计基础,未标注,工学,override:程序设计
C_901922,构型设计制图,未标注,教育学,fallback:generic_course
C_901958,素描与体验——原理与形式研究,未标注,理学,keywords:化学
C_903149,传感器技术与应用,未标注,工学,override:传感器
C_905186,创意文化与表现,未标注,教育学,keywords:心理
C_905192,神话传说故事与中国文化,未标注,文学,keywords:国文
C_905197,市场营销学,未标注,管理学,override:营销
C_907923,数据结构,未标注,工学,override:数据结构
C_907945,影视评论,未标注,艺术学,keywords:影视
C_907948,摄影摄像艺术,未标注,艺术学,keywords:艺术|摄影
C_907949,纺织品印染概论,未标注,艺术学,keywords:服装
C_907951,动画视听语言,未标注,文学,keywords:语言
C_907961,系统生理工程学,未标注,医学,keywords:生理
C_907964,财务分析,未标注,管理学,keywords:管理|会计|财务
C_907965,旅游英语,未标注,文学,keywords:语言|英语
C_907968,回望中国古代文化,未标注,历史学,keywords:传统文化
C_908991,大众游泳,未标注,医学,keywords:康复
C_909094,物流与供应链管理,未标注,管理学,override:物流
C_909097,奥尔夫音乐教学法,未标注,教育学,keywords:教学|学前
C_909099,中药药理学-学做自己的调理师,未标注,医学,keywords:药理
C_909412,西班牙语入门,未标注,文学,keywords:语言
C_909451,资源经济学,未标注,经济学,keywords:经济学|经济
C_911131,钢结构制作与安装,未标注,工学,keywords:建筑|钢结构
C_911133,固定消防设施,未标注,工学,keywords:建筑
C_911159,玩转越南语-零起点快车道,未标注,教育学,keywords:教学
C_911160,Tourism Policy and Planning,未标注,工学,keywords:IC
C_911161,西班牙语入门（废弃）,未标注,文学,keywords:语言
C_911162,微观经济学,未标注,经济学,keywords:经济学|经济|微观
C_911165,公共经济学：思维与拓展,未标注,经济学,keywords:经济学|经济
C_911168,教师科学用声与声音形象塑造,未标注,教育学,keywords:教育|教师
C_911173,数据结构,未标注,工学,override:数据结构
C_911178,化学基础,未标注,理学,keywords:化学
C_911664,企业战略管理,未标注,管理学,keywords:管理|企业
C_911735,哈佛沃顿50堂EMBA精华课,未标注,哲学,keywords:佛
C_911738,数据库概论,未标注,工学,keywords:数据库
C_916130,非遗文化衍生品设计,未标注,教育学,fallback:generic_course
C_916821,数字信号处理,未标注,工学,keywords:计算机
C_916824,静水救援技术训练,未标注,教育学,fallback:generic_course
C_916825,互换性与技术测量,未标注,工学,override:互换性
C_916826,玩转计算机二级—office高级修炼,未标注,工学,keywords:计算机|IC
C_916830,媒介道德与法规,未标注,文学,keywords:新闻|传播
C_916833,中华古代创新名人与创新文化,未标注,文学,keywords:传播
C_916835,火场供水,未标注,教育学,fallback:generic_course
C_916838,成本会计学,未标注,管理学,override:会计学
C_916841,选题策划与案例分析,未标注,教育学,fallback:generic_course
C_916843,婴幼儿心理与行为指导,未标注,教育学,keywords:教育|学前|幼儿|心理
C_916844,创业理论与实践,未标注,管理学,override:创业
C_916851,Thai on Campus,未标注,教育学,fallback:generic_course
C_916853,Survival Thai,未标注,文学,keywords:国文
C_916858,中国概况 ,未标注,教育学,fallback:generic_course
C_917306,国际经济学,未标注,经济学,keywords:经济学|经济
C_917311,财经应用文写作,未标注,文学,keywords:写作
C_919146,国画基础,未标注,教育学,keywords:教学
C_922850,现代电子系统设计,未标注,工学,override:电子系统设计
C_922860,国际航运实务（中英双语）,未标注,管理学,keywords:企业
C_922867,C语言程序设计,未标注,工学,override:程序设计
C_922877,计算机网络,未标注,工学,same_name:计算机科学与技术
C_926163,消防救援技术训练,未标注,教育学,fallback:generic_course
C_926165,性行为的生物学基础,未标注,医学,keywords:医学|生理|解剖
C_926175,教育学,未标注,教育学,keywords:教育
C_696946,身边的营养学,未标注,医学,keywords:生理|营养学
C_676696,理解马克思,未标注,经济学,keywords:经济学|经济
C_801420,马克思主义基本原理,未标注,法学,keywords:马克思主义
C_697026,思想道德修养与法律基础,未标注,军事学,same_name:军队政治工作学
C_707067,食物营养与食品安全,未标注,教育学,fallback:generic_course
C_697415,走进医学,未标注,医学,keywords:医学|疾病|健康
C_697007,英语语法与写作,未标注,文学,keywords:英语|写作
C_682168,解剖与生活,未标注,医学,keywords:疾病|解剖
C_681377,人体骨与关节解剖学,未标注,医学,keywords:医学|临床|解剖
C_688346,运动与解剖学,未标注,医学,keywords:解剖
C_697714,口腔解剖生理学,未标注,医学,keywords:临床|生理|解剖
C_677000,口腔探密,未标注,医学,keywords:临床
C_680733,医学伦理学,未标注,医学,same_name:临床医学
C_682269,医学免疫学,未标注,医学,keywords:医学|免疫|健康
C_696890,谈医说药,未标注,医学,keywords:医学|临床|药物|药学|药理
C_682636,中药药理学,未标注,医学,keywords:临床|药理
C_682629,针灸学,未标注,医学,keywords:医学|疾病|治疗
C_697284,医学寄生虫学,未标注,医学,keywords:医学|临床
C_697327,食出健康——食物中的寄生虫解析,未标注,医学,keywords:健康
C_681470,经络养生与文化,未标注,医学,keywords:医学
C_697307,医学免疫学与病原生物学,未标注,医学,keywords:医学|临床|免疫|病原
C_735032,老年护理,未标注,医学,keywords:护理|疾病
C_697265,医的奥秘,未标注,医学,keywords:医学|临床
C_682210,中医养生方法学,未标注,法学,keywords:法学
C_677018,营养与健康讲座,未标注,医学,keywords:健康
C_682574,健康信息学,未标注,医学,keywords:医学|生理|健康
C_707068,走近马克思,未标注,教育学,fallback:generic_course
C_682659,灾害信息传播学,未标注,文学,keywords:文学|传播|媒体
C_696989,综合英语,未标注,文学,keywords:英语|写作
C_696987,英语演讲,未标注,文学,keywords:英语
C_682772,主题英语,未标注,文学,keywords:英语|国文
C_696939,英语语音,未标注,文学,keywords:英语
C_735395,英语演讲艺术,未标注,文学,keywords:英语
C_680818,英语辩论,未标注,文学,keywords:英语
C_696972,学术英语,未标注,文学,keywords:英语
C_697191,英语美文悦读 I –人文篇,未标注,文学,keywords:英语|写作
C_682620,英语美文悦读II —社科篇,未标注,文学,keywords:英语|写作
C_697025,中医与诊断-学做自己的医生,未标注,医学,keywords:诊断
C_682239,无处不在—传染病,未标注,医学,keywords:传染病
C_696597,大学生心理健康,未标注,医学,keywords:健康
C_674938,自我认知与情绪管理,未标注,管理学,keywords:管理
C_735328,人工智能前沿与产业趋势,未标注,工学,keywords:人工智能
C_676905,职业与创业胜任力,未标注,管理学,override:创业
C_697590,职场需要的18种能力,未标注,教育学,fallback:generic_course
C_676676,沟通心理学,未标注,教育学,keywords:心理|慕课
C_677068,创业新浪潮：医药健康创新创业,未标注,管理学,override:创新创业
C_680712,社会医学,未标注,医学,keywords:医学|健康
C_680717,临床医学导论,未标注,医学,keywords:医学|临床
C_680784,体内药物与毒物分析,未标注,医学,keywords:医学|临床|药物|药学|药理
C_680832,儿童生长与营养性疾病,未标注,医学,keywords:疾病
C_680895,儿童口腔医学,未标注,医学,keywords:医学|疾病|诊断|治疗
